,Year,Film,Nominees,FilmLink,Won
358,2002 (75th),Mt. Head,Kōji Yamamura,/wiki/Mt._Head,False
359,2003 (76th),,,,False
360,2003 (76th),Harvie Krumpet,Adam Elliot,/wiki/Harvie_Krumpet,True
361,2003 (76th),Boundin',Bud Luckey,/wiki/Boundin%27,False
362,2003 (76th),Destino,Roy E. Disney & Dominique Monféry,/wiki/Destino,False
363,2003 (76th),Gone Nutty,John C. Donkin & Carlos Saldanha,/wiki/Gone_Nutty,False
364,2003 (76th),Nibbles,Chris Hinton,/wiki/Nibbles_(film),False
365,2004 (77th),,,,False
366,2004 (77th),Ryan,Chris Landreth,/wiki/Ryan_(film),True
367,2004 (77th),Birthday Boy,Andrew Gregory & Sejong Park,/wiki/Birthday_Boy_(2004_film),False
368,2004 (77th),Gopher Broke,Jeff Fowler & Tim Miller,/wiki/Gopher_Broke_(2004_film),False
369,2004 (77th),Guard Dog,Bill Plympton,/wiki/Guard_Dog_(film),False
370,2004 (77th),Lorenzo,Baker Bloodworth & Mike Gabriel,/wiki/Lorenzo_(film),False
371,2005 (78th),,,,False
372,2005 (78th),The Moon and the Son: An Imagined Conversation,John Canemaker & Peggy Stern,/wiki/The_Moon_and_the_Son:_An_Imagined_Conversation,True
373,2005 (78th),9,Shane Acker,/wiki/9_(2005_film),False
374,2005 (78th),Badgered,Sharon Colman,/wiki/Badgered,False
375,2005 (78th),The Mysterious Geographic Explorations of Jasper Morello,Anthony Lucas,/wiki/The_Mysterious_Geographic_Explorations_of_Jasper_Morello,False
376,2005 (78th),One Man Band,Mark Andrews & Andrew Jimenez,/wiki/One_Man_Band_(film),False
377,2006 (79th),,,,False
378,2006 (79th),The Danish Poet,Torill Kove,/wiki/The_Danish_Poet,True
379,2006 (79th),Lifted,Gary Rydstrom,/wiki/Lifted_(2006_film),False
380,2006 (79th),The Little Matchgirl,Roger Allers & Don Hahn,/wiki/The_Little_Matchgirl_(film),False
381,2006 (79th),Maestro,Géza M. Tóth,/wiki/Maestro_(2005_film),False
382,2006 (79th),No Time for Nuts,Chris Renaud & Mike Thurmeier,/wiki/No_Time_for_Nuts,False
383,2007 (80th),,,,False
384,2007 (80th),Peter & the Wolf,Suzie Templeton & Hugh Welchman,/wiki/Peter_%26_the_Wolf_(2006_film),True
385,2007 (80th),Even Pigeons Go to Heaven,Samuel Tourneux & Simon Vanesse,/wiki/Even_Pigeons_Go_to_Heaven,False
386,2007 (80th),I Met the Walrus,Josh Raskin,/wiki/I_Met_the_Walrus,False
387,2007 (80th),Madame Tutli-Putli,Chris Lavis & Maciek Szczerbowski,/wiki/Madame_Tutli-Putli,False
388,2007 (80th),My Love,Aleksandr Petrov,/wiki/My_Love_(2006_film),False
389,2008 (81st),,,,False
390,2008 (81st),La Maison en Petits Cubes,Kunio Katō,/wiki/La_Maison_en_Petits_Cubes,True
391,2008 (81st),Lavatory – Lovestory,Konstantin Bronzit,/wiki/Lavatory_%E2%80%93_Lovestory,False
392,2008 (81st),Oktapodi,Thierry Marchand & Emud Mokhberi,/wiki/Oktapodi,False
393,2008 (81st),Presto,Doug Sweetland,/wiki/Presto_(film),False
394,2008 (81st),This Way Up,Adam Foulkes & Alan Smith,/wiki/This_Way_Up_(film),False
395,2009 (82nd),,,,False
396,2009 (82nd),Logorama,Nicolas Schmerkin,/wiki/Logorama,True
397,2009 (82nd),French Roast,Fabrice Joubert,/wiki/French_Roast,False
398,2009 (82nd),Granny O'Grimm's Sleeping Beauty,Darragh O'Connell & Nicky Phelan,/wiki/Granny_O%27Grimm%27s_Sleeping_Beauty,False
399,2009 (82nd),The Lady and the Reaper,Javier Recio Gracia,/wiki/The_Lady_and_the_Reaper,False
400,2009 (82nd),A Matter of Loaf and Death,Nick Park,/wiki/A_Matter_of_Loaf_and_Death,False
401,2010 (83rd),,,,False
402,2010 (83rd),The Lost Thing,Andrew Ruhemann & Shaun Tan,/wiki/The_Lost_Thing,True
403,2010 (83rd),Day & Night,Teddy Newton,/wiki/Day_%26_Night_(2010_film),False
404,2010 (83rd),The Gruffalo,Max Lang & Jakob Schuh,/wiki/The_Gruffalo_(film),False
405,2010 (83rd),Let's Pollute,Geefwee Boedoe,/wiki/Let%27s_Pollute,False
406,2010 (83rd),"Madagascar, a Journey Diary",Bastien Dubois,"/wiki/Madagascar,_a_Journey_Diary",False
407,2011 (84th),,,,False
408,2011 (84th),The Fantastic Flying Books of Mr. Morris Lessmore,William Joyce & Brandon Oldenburg,/wiki/The_Fantastic_Flying_Books_of_Mr._Morris_Lessmore,True
409,2011 (84th),La Luna,Enrico Casarosa,/wiki/La_Luna_(2011_film),False
410,2011 (84th),A Morning Stroll,Sue Goffe & Grant Orchard,/wiki/A_Morning_Stroll,False
411,2011 (84th),Sunday,Patrick Doyon,/wiki/Sunday_(2011_film),False
412,2011 (84th),Wild Life,Amanda Forbis & Wendy Tilby,/wiki/Wild_Life_(2011_film),False
413,2012 (85th),,,,False
414,2012 (85th),Paperman,John Kahrs,/wiki/Paperman,True
415,2012 (85th),Adam and Dog,Minkyu Lee,/wiki/Adam_and_Dog,False
416,2012 (85th),Fresh Guacamole,PES,/wiki/Fresh_Guacamole,False
417,2012 (85th),Head Over Heels,Fodhla Cronin O'Reilly & Timothy Reckart,/wiki/Head_over_Heels_(2012_film),False
418,2012 (85th),The Longest Daycare,David Silverman,/wiki/The_Longest_Daycare,False
419,2013 (86th),,,,False
420,2013 (86th),Mr Hublot,Laurent Witz & Alexandre Espigares,/wiki/Mr_Hublot,True
421,2013 (86th),Feral,Daniel Sousa & Dan Golden,/wiki/Feral_(2012_film),False
422,2013 (86th),Get a Horse!,Lauren MacMullan & Dorothy McKim,/wiki/Get_a_Horse!,False
423,2013 (86th),Possessions,Shuhei Morita,/wiki/Short_Peace#Possessions,False
424,2013 (86th),Room on the Broom,Max Lang & Jan Lachauer,/wiki/Room_on_the_Broom_(film),False
425,2014 (87th),,,,False
426,2014 (87th),Feast,Patrick Osborne & Kristina Reed,/wiki/Feast_(2014_film),True
427,2014 (87th),The Bigger Picture,Christopher Hees & Daisy Jacobs,/wiki/The_Bigger_Picture_(film),False
428,2014 (87th),The Dam Keeper,Robert Kondo & Dice Tsutsumi,/wiki/The_Dam_Keeper,False
429,2014 (87th),Me and My Moulton,Torill Kove,/wiki/Me_and_My_Moulton,False
430,2014 (87th),A Single Life,Joris Oprins,/wiki/A_Single_Life_(2014_film),False
431,2015 (88th),,,,False
432,2015 (88th),Bear Story,Pato Escala Pierart & Gabriel Osorio Vargas,/wiki/Bear_Story,True
433,2015 (88th),Prologue,Imogen Sutton & Richard Williams,/wiki/Prologue_(2015_film),False
434,2015 (88th),Sanjay's Super Team,Sanjay Patel & Nicole Paradis Grindle,/wiki/Sanjay%27s_Super_Team,False
435,2015 (88th),We Can't Live Without Cosmos,Konstantin Bronzit,/wiki/We_Can%27t_Live_Without_Cosmos,False
436,2015 (88th),World of Tomorrow,Don Hertzfeldt,/wiki/World_of_Tomorrow_(film),False
437,2016 (89th) [6],,,,False
438,2016 (89th) [6],Piper,Alan Barillaro & Marc Sondheimer,/wiki/Piper_(film),True
439,2016 (89th) [6],Blind Vaysha,Theodore Ushev,/wiki/Blind_Vaysha,False
440,2016 (89th) [6],Borrowed Time,Andrew Coats & Lou Hamou-Lhadj,/wiki/Borrowed_Time_(film),False
441,2016 (89th) [6],Pear Cider and Cigarettes,Cara Speller & Robert Valley,/wiki/Pear_Cider_and_Cigarettes,False
442,2016 (89th) [6],Pearl,Patrick Osborne,/wiki/Pearl_(2016_film),False
443,2017 (90th) [7],,,,False
444,2017 (90th) [7],Dear Basketball,Glen Keane & Kobe Bryant,/wiki/Dear_Basketball,True
445,2017 (90th) [7],Garden Party,Victor Caire & Gabriel Grapperon,/wiki/Garden_Party_(2017_film),False
446,2017 (90th) [7],Lou,Dave Mullins & Dana Murray,/wiki/Lou_(2017_film),False
447,2017 (90th) [7],Negative Space,Ru Kuwahata & Max Porter,/wiki/Negative_Space_(film),False
448,2017 (90th) [7],Revolting Rhymes,Jakob Schuh & Jan Lachauer,/wiki/Revolting_Rhymes_(film),False
449,2018 (91st),,,,False
450,2018 (91st),Bao,Becky Neiman-Cobb & Domee Shi,/wiki/Bao_(film),True
451,2018 (91st),Animal Behaviour,David Fine & Alison Snowden,/wiki/Animal_Behaviour_(film),False
452,2018 (91st),Late Afternoon,Louise Bagnall & Nuria González Blanco,/wiki/Late_Afternoon_(film),False
453,2018 (91st),One Small Step,Andrew Chesworth & Bobby Pontillas,/wiki/One_Small_Step_(film),False
454,2018 (91st),Weekends,Trevor Jimenez,/wiki/Weekends_(2017_film),False
455,2019 (92nd),,,,False
456,2019 (92nd),Hair Love,Matthew A. Cherry & Karen Rupert Toliver,/wiki/Hair_Love,True
457,2019 (92nd),Daughter,Daria Kashcheeva,/wiki/Daughter_(2019_film),False
458,2019 (92nd),Kitbull,Kathryn Hendrickson & Rosana Sullivan,/wiki/Kitbull,False
459,2019 (92nd),Mémorable,Bruno Collet & Jean-François Le Corre,/wiki/M%C3%A9morable,False
460,2019 (92nd),Sister,Siqi Song,/wiki/Sister_(2018_film),False
461,2020/21 (93rd),,,,False
462,2020/21 (93rd),If Anything Happens I Love You,Michael Govier & Will McCormack,/wiki/If_Anything_Happens_I_Love_You,True
463,2020/21 (93rd),Burrow,Michael Capbarat & Madeline Sharafian,/wiki/Burrow_(film),False
464,2020/21 (93rd),Genius Loci,Adrien Mérigeau & Amaury Ovise,/wiki/Genius_Loci_(film),False
465,2020/21 (93rd),Opera,Erick Oh,/wiki/Opera_(2020_film),False
466,2020/21 (93rd),Yes-People,Arnar Gunnarsson & Gísli Darri Halldórsson,/wiki/Yes-People,False
467,2021 (94th),The Windshield Wiper,Alberto Mielgo & Leo Sanchez,/wiki/The_Windshield_Wiper,True
468,2021 (94th),Affairs of the Art,Joanna Quinn and Les Mills,/wiki/Affairs_of_the_Art,False
469,2021 (94th),Bestia,Hugo Covarrubias and Tevo Díaz,/wiki/Bestia_(2021_film),False
470,2021 (94th),Boxballet,Anton Dyakov,/wiki/Boxballet,False
471,2021 (94th),Robin Robin,Dan Ojari and Mikey Please,/wiki/Robin_Robin,False
472,2022 (95th),,,,False
473,2022 (95th),"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy and Matthew Freud,"/wiki/The_Boy,_the_Mole,_the_Fox_and_the_Horse_(film)",True
474,2022 (95th),The Flying Sailor,Amanda Forbis & Wendy Tilby,/wiki/The_Flying_Sailor,False
475,2022 (95th),Ice Merchants,João Gonzalez and Bruno Caetano,/wiki/Ice_Merchants,False
476,2022 (95th),My Year of Dicks,Sara Gunnarsdóttir and Pamela Ribon,/wiki/My_Year_of_Dicks,False
477,2022 (95th),An Ostrich Told Me the World Is Fake and I Think I Believe It,Lachlan Pendragon,/wiki/An_Ostrich_Told_Me_the_World_Is_Fake_and_I_Think_I_Believe_It,False
478,2023 (96th),Letter to a Pig,Tal Kantor,/wiki/Letter_to_a_Pig,False
479,2023 (96th),Ninety-Five Senses,Jared Hess and Jerusha Hess,/wiki/Ninety-Five_Senses,False
480,2023 (96th),Our Uniform,Yegane Moghaddam,,False
481,2023 (96th),Pachyderme,Stéphanie Clément,/wiki/Pachyderme,False
482,2023 (96th),War Is Over! Inspired by the Music of John & Yoko,Dave Mullins,/wiki/War_Is_Over!,False
483,2023 (96th),,,,False
