,Year,Film,Nominees,FilmLink,Won
638,1975 (48th),Original Score,Original Score,,False
639,1975 (48th),Jaws,John Williams,/wiki/Jaws_(film),True
640,1975 (48th),"Birds Do It, Bees Do It",Gerald Fried,"/wiki/Birds_Do_It,_Bees_Do_It",False
641,1975 (48th),Bite the Bullet,Alex North,/wiki/Bite_the_Bullet_(film),False
642,1975 (48th),One Flew Over the Cuckoo's Nest,Jack Nitzsche,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),False
643,1975 (48th),The Wind and the Lion,Jerry Goldsmith,/wiki/The_Wind_and_the_Lion,False
644,1975 (48th),Scoring: Original Song Score and Adaptation or Scoring: Adaptation,Scoring: Original Song Score and Adaptation or Scoring: Adaptation,,False
645,1975 (48th),Barry Lyndon,Leonard Rosenman (adaptation score),/wiki/Barry_Lyndon,True
646,1975 (48th),Funny Lady,Peter Matz (adaptation score),/wiki/Funny_Lady,False
647,1975 (48th),Tommy,Pete Townshend (adaptation score),/wiki/Tommy_(1975_film),False
648,1976 (49th),,,,False
649,1976 (49th),Original Score,Original Score,,False
650,1976 (49th),The Omen,Jerry Goldsmith,/wiki/The_Omen,True
651,1976 (49th),Obsession,Bernard Herrmann (p.n.),/wiki/Obsession_(1976_film),False
652,1976 (49th),The Outlaw Josey Wales,Jerry Fielding,/wiki/The_Outlaw_Josey_Wales,False
653,1976 (49th),Taxi Driver,Bernard Herrmann (p.n.),/wiki/Taxi_Driver,False
654,1976 (49th),Voyage of the Damned,Lalo Schifrin,/wiki/Voyage_of_the_Damned,False
655,1976 (49th),Original Song Score and Its Adaptation or Adaptation Score,Original Song Score and Its Adaptation or Adaptation Score,,False
656,1976 (49th),Bound for Glory,Leonard Rosenman (adaptation score),/wiki/Bound_for_Glory_(1976_film),True
657,1976 (49th),Bugsy Malone,Paul Williams (song & adaptation score),/wiki/Bugsy_Malone,False
658,1976 (49th),A Star Is Born,Roger Kellaway (adaptation score),/wiki/A_Star_Is_Born_(1976_film),False
659,1977 (50th),,,,False
660,1977 (50th),Original Score,Original Score,,False
661,1977 (50th),Star Wars,John Williams,/wiki/Star_Wars_(film),True
662,1977 (50th),Close Encounters of the Third Kind,John Williams,/wiki/Close_Encounters_of_the_Third_Kind,False
663,1977 (50th),Julia,Georges Delerue,/wiki/Julia_(1977_film),False
664,1977 (50th),"Mohammad, Messenger of God",Maurice Jarre,/wiki/The_Message_(1976_film),False
665,1977 (50th),The Spy Who Loved Me,Marvin Hamlisch,/wiki/The_Spy_Who_Loved_Me_(film),False
666,1977 (50th),Original Song Score and Its Adaptation or Adaptation Score,Original Song Score and Its Adaptation or Adaptation Score,,False
667,1977 (50th),A Little Night Music,Jonathan Tunick (adaptation score),/wiki/A_Little_Night_Music_(film),True
668,1977 (50th),Pete's Dragon,Joel Hirschhorn & Al Kasha (song score) & Irwin Kostal (adaptation score),/wiki/Pete%27s_Dragon_(1977_film),False
669,1977 (50th),The Slipper and the Rose,Sherman Brothers (song score) & Angela Morley (adaptation score),/wiki/The_Slipper_and_the_Rose,False
670,1978 (51st),,,,False
671,1978 (51st),Original Score,Original Score,,False
672,1978 (51st),Midnight Express,Giorgio Moroder,/wiki/Midnight_Express_(film),True
673,1978 (51st),The Boys from Brazil,Jerry Goldsmith,/wiki/The_Boys_from_Brazil_(film),False
674,1978 (51st),Days of Heaven,Ennio Morricone,/wiki/Days_of_Heaven,False
675,1978 (51st),Heaven Can Wait,Dave Grusin,/wiki/Heaven_Can_Wait_(1978_film),False
676,1978 (51st),Superman,John Williams,/wiki/Superman_(1978_film),False
677,1978 (51st),Adaptation Score,Adaptation Score,,False
678,1978 (51st),The Buddy Holly Story,Joe Renzetti,/wiki/The_Buddy_Holly_Story,True
679,1978 (51st),Pretty Baby,Jerry Wexler,/wiki/Pretty_Baby_(1978_film),False
680,1978 (51st),The Wiz,Quincy Jones,/wiki/The_Wiz_(film),False
681,1979 (52nd),,,,False
682,1979 (52nd),Original Score,Original Score,,False
683,1979 (52nd),A Little Romance,Georges Delerue,/wiki/A_Little_Romance,True
684,1979 (52nd),10,Henry Mancini,/wiki/10_(1979_film),False
685,1979 (52nd),The Amityville Horror,Lalo Schifrin,/wiki/The_Amityville_Horror_(1979_film),False
686,1979 (52nd),The Champ,Dave Grusin,/wiki/The_Champ_(1979_film),False
687,1979 (52nd),Star Trek: The Motion Picture,Jerry Goldsmith,/wiki/Star_Trek:_The_Motion_Picture,False
688,1979 (52nd),Original Song Score and Its Adaptation or Adaptation Score,Original Song Score and Its Adaptation or Adaptation Score,,False
689,1979 (52nd),All That Jazz,Ralph Burns (adaptation score),/wiki/All_That_Jazz_(film),True
690,1979 (52nd),Breaking Away,Patrick Williams (adaptation score),/wiki/Breaking_Away,False
691,1979 (52nd),The Muppet Movie,Paul Williams (song & adaptation score) & Kenny Ascher (song score),/wiki/The_Muppet_Movie,False
692,1980 (53rd),,,,False
693,1980 (53rd),Fame,Michael Gore,/wiki/Fame_(1980_film),True
694,1980 (53rd),Altered States,John Corigliano,/wiki/Altered_States,False
695,1980 (53rd),The Elephant Man,John Morris,/wiki/The_Elephant_Man_(film),False
696,1980 (53rd),The Empire Strikes Back,John Williams,/wiki/The_Empire_Strikes_Back,False
697,1980 (53rd),Tess,Philippe Sarde,/wiki/Tess_(1979_film),False
698,1981 (54th),,,,False
699,1981 (54th),Chariots of Fire,Vangelis,/wiki/Chariots_of_Fire,True
700,1981 (54th),Dragonslayer,Alex North,/wiki/Dragonslayer_(1981_film),False
701,1981 (54th),On Golden Pond,Dave Grusin,/wiki/On_Golden_Pond_(1981_film),False
702,1981 (54th),Ragtime,Randy Newman,/wiki/Ragtime_(film),False
703,1981 (54th),Raiders of the Lost Ark,John Williams,/wiki/Raiders_of_the_Lost_Ark,False
704,1982 (55th),,,,False
705,1982 (55th),Original Score,Original Score,,False
706,1982 (55th),E.T. the Extra-Terrestrial,John Williams,/wiki/E.T._the_Extra-Terrestrial,True
707,1982 (55th),Gandhi,George Fenton & Ravi Shankar,/wiki/Gandhi_(film),False
708,1982 (55th),An Officer and a Gentleman,Jack Nitzsche,/wiki/An_Officer_and_a_Gentleman,False
709,1982 (55th),Poltergeist,Jerry Goldsmith,/wiki/Poltergeist_(1982_film),False
710,1982 (55th),Sophie's Choice,Marvin Hamlisch,/wiki/Sophie%27s_Choice_(film),False
711,1982 (55th),Original Song Score and Its Adaptation or Adaptation Score,Original Song Score and Its Adaptation or Adaptation Score,,False
712,1982 (55th),Victor/Victoria,Henry Mancini (song & adaptation score) & Leslie Bricusse (song score),/wiki/Victor/Victoria,True
713,1982 (55th),Annie,Ralph Burns (adaptation score),/wiki/Annie_(1982_film),False
714,1982 (55th),One from the Heart,Tom Waits (song score),/wiki/One_from_the_Heart,False
715,1983 (56th),,,,False
716,1983 (56th),Original Score,Original Score,,False
717,1983 (56th),The Right Stuff,Bill Conti,/wiki/The_Right_Stuff_(film),True
718,1983 (56th),Cross Creek,Leonard Rosenman,/wiki/Cross_Creek_(film),False
719,1983 (56th),Return of the Jedi,John Williams,/wiki/Return_of_the_Jedi,False
720,1983 (56th),Terms of Endearment,Michael Gore,/wiki/Terms_of_Endearment,False
721,1983 (56th),Under Fire,Jerry Goldsmith,/wiki/Under_Fire_(1983_film),False
722,1983 (56th),Original Song Score and Its Adaptation or Adaptation Score,Original Song Score and Its Adaptation or Adaptation Score,,False
723,1983 (56th),Yentl,Michel Legrand (song & adaptation score) & Alan & Marilyn Bergman (song score),/wiki/Yentl_(film),True
724,1983 (56th),The Sting II,Lalo Schifrin (adaptation score),/wiki/The_Sting_II,False
725,1983 (56th),Trading Places,Elmer Bernstein (adaptation score),/wiki/Trading_Places,False
726,1984 (57th),,,,False
727,1984 (57th),Original Score,Original Score,,False
728,1984 (57th),A Passage to India,Maurice Jarre,/wiki/A_Passage_to_India_(film),True
729,1984 (57th),Indiana Jones and the Temple of Doom,John Williams,/wiki/Indiana_Jones_and_the_Temple_of_Doom,False
730,1984 (57th),The Natural,Randy Newman,/wiki/The_Natural_(film),False
731,1984 (57th),The River,John Williams,/wiki/The_River_(1984_film),False
732,1984 (57th),Under the Volcano,Alex North,/wiki/Under_the_Volcano_(1984_film),False
733,1984 (57th),Original Song Score,Original Song Score,,False
734,1984 (57th),Purple Rain,Prince,/wiki/Purple_Rain_(film),True
735,1984 (57th),The Muppets Take Manhattan,Jeff Moss,/wiki/The_Muppets_Take_Manhattan,False
736,1984 (57th),Songwriter,Kris Kristofferson,/wiki/Songwriter_(1984_film),False
737,1985 (58th),,,,False
738,1985 (58th),Out of Africa,John Barry,/wiki/Out_of_Africa_(film),True
739,1985 (58th),Agnes of God,Georges Delerue,/wiki/Agnes_of_God_(film),False
740,1985 (58th),The Color Purple,"Chris Boardman, Jorge Calandrelli, Andraé Crouch, Jack Hayes, Jerry Hey, Quincy Jones, Randy Kerber, Jeremy Lubbock, Joel Rosenbaum, Caiphus Semenya, Fred Steiner & Rod Temperton",/wiki/The_Color_Purple_(1985_film),False
741,1985 (58th),Silverado,Bruce Broughton,/wiki/Silverado_(film),False
742,1985 (58th),Witness,Maurice Jarre,/wiki/Witness_(1985_film),False
743,1986 (59th),,,,False
744,1986 (59th),Round Midnight,Herbie Hancock,/wiki/Round_Midnight_(film),True
745,1986 (59th),Aliens,James Horner,/wiki/Aliens_(film),False
746,1986 (59th),Hoosiers,Jerry Goldsmith,/wiki/Hoosiers_(film),False
747,1986 (59th),The Mission,Ennio Morricone,/wiki/The_Mission_(1986_film),False
748,1986 (59th),Star Trek IV: The Voyage Home,Leonard Rosenman,/wiki/Star_Trek_IV:_The_Voyage_Home,False
749,1987 (60th),,,,False
750,1987 (60th),The Last Emperor,"Ryuichi Sakamoto, David Byrne & Cong Su",/wiki/The_Last_Emperor,True
751,1987 (60th),Cry Freedom,George Fenton & Jonas Gwangwa,/wiki/Cry_Freedom,False
752,1987 (60th),Empire of the Sun,John Williams,/wiki/Empire_of_the_Sun_(film),False
753,1987 (60th),The Untouchables,Ennio Morricone,/wiki/The_Untouchables_(film),False
754,1987 (60th),The Witches of Eastwick,John Williams,/wiki/The_Witches_of_Eastwick_(film),False
755,1988 (61st),,,,False
756,1988 (61st),The Milagro Beanfield War,Dave Grusin,/wiki/The_Milagro_Beanfield_War,True
757,1988 (61st),The Accidental Tourist,John Williams,/wiki/The_Accidental_Tourist_(film),False
758,1988 (61st),Dangerous Liaisons,George Fenton,/wiki/Dangerous_Liaisons,False
759,1988 (61st),Gorillas in the Mist,Maurice Jarre,/wiki/Gorillas_in_the_Mist,False
760,1988 (61st),Rain Man,Hans Zimmer,/wiki/Rain_Man,False
761,1989 (62nd),,,,False
762,1989 (62nd),The Little Mermaid,Alan Menken,/wiki/The_Little_Mermaid_(1989_film),True
763,1989 (62nd),Born on the Fourth of July,John Williams,/wiki/Born_on_the_Fourth_of_July_(film),False
764,1989 (62nd),The Fabulous Baker Boys,Dave Grusin,/wiki/The_Fabulous_Baker_Boys,False
765,1989 (62nd),Field of Dreams,James Horner,/wiki/Field_of_Dreams,False
766,1989 (62nd),Indiana Jones and the Last Crusade,John Williams,/wiki/Indiana_Jones_and_the_Last_Crusade,False
767,1990 (63rd),,,,False
768,1990 (63rd),Dances with Wolves,John Barry,/wiki/Dances_with_Wolves,True
769,1990 (63rd),Avalon,Randy Newman,/wiki/Avalon_(1990_film),False
770,1990 (63rd),Ghost,Maurice Jarre,/wiki/Ghost_(1990_film),False
771,1990 (63rd),Havana,Dave Grusin,/wiki/Havana_(film),False
772,1990 (63rd),Home Alone,John Williams,/wiki/Home_Alone,False
773,1991 (64th),,,,False
774,1991 (64th),Beauty and the Beast,Alan Menken,/wiki/Beauty_and_the_Beast_(1991_film),True
775,1991 (64th),Bugsy,Ennio Morricone,/wiki/Bugsy,False
776,1991 (64th),The Fisher King,George Fenton,/wiki/The_Fisher_King,False
777,1991 (64th),JFK,John Williams,/wiki/JFK_(film),False
778,1991 (64th),The Prince of Tides,James Newton Howard,/wiki/The_Prince_of_Tides,False
779,1992 (65th),,,,False
780,1992 (65th),Aladdin,Alan Menken,/wiki/Aladdin_(1992_Disney_film),True
781,1992 (65th),Basic Instinct,Jerry Goldsmith,/wiki/Basic_Instinct,False
782,1992 (65th),Chaplin,John Barry,/wiki/Chaplin_(film),False
783,1992 (65th),Howards End,Richard Robbins,/wiki/Howards_End_(film),False
784,1992 (65th),A River Runs Through It,Mark Isham,/wiki/A_River_Runs_Through_It_(film),False
785,1993 (66th),,,,False
786,1993 (66th),Schindler's List,John Williams,/wiki/Schindler%27s_List,True
787,1993 (66th),The Age of Innocence,Elmer Bernstein,/wiki/The_Age_of_Innocence_(1993_film),False
788,1993 (66th),The Firm,Dave Grusin,/wiki/The_Firm_(1993_film),False
789,1993 (66th),The Fugitive,James Newton Howard,/wiki/The_Fugitive_(1993_film),False
790,1993 (66th),The Remains of the Day,Richard Robbins,/wiki/The_Remains_of_the_Day_(film),False
791,1994 (67th),,,,False
792,1994 (67th),The Lion King,Hans Zimmer,/wiki/The_Lion_King,True
793,1994 (67th),Forrest Gump,Alan Silvestri,/wiki/Forrest_Gump,False
794,1994 (67th),Interview with the Vampire,Elliot Goldenthal,/wiki/Interview_with_the_Vampire_(film),False
795,1994 (67th),Little Women,Thomas Newman,/wiki/Little_Women_(1994_film),False
796,1994 (67th),The Shawshank Redemption,Thomas Newman,/wiki/The_Shawshank_Redemption,False
797,1995 (68th) [note 8],,,,False
798,1995 (68th) [note 8],Original Dramatic Score,Original Dramatic Score,,False
799,1995 (68th) [note 8],The Postman,Luis Bacalov,/wiki/Il_Postino:_The_Postman,True
800,1995 (68th) [note 8],Apollo 13,James Horner,/wiki/Apollo_13_(film),False
801,1995 (68th) [note 8],Braveheart,James Horner,/wiki/Braveheart,False
802,1995 (68th) [note 8],Nixon,John Williams,/wiki/Nixon_(film),False
803,1995 (68th) [note 8],Sense and Sensibility,Patrick Doyle,/wiki/Sense_and_Sensibility_(film),False
804,1995 (68th) [note 8],Original Musical or Comedy Score,Original Musical or Comedy Score,,False
805,1995 (68th) [note 8],Pocahontas,Alan Menken (music & orchestral score) & Stephen Schwartz (lyrics),/wiki/Pocahontas_(1995_film),True
806,1995 (68th) [note 8],The American President,Marc Shaiman,/wiki/The_American_President,False
807,1995 (68th) [note 8],Sabrina,John Williams,/wiki/Sabrina_(1995_film),False
808,1995 (68th) [note 8],Toy Story,Randy Newman,/wiki/Toy_Story,False
809,1995 (68th) [note 8],Unstrung Heroes,Thomas Newman,/wiki/Unstrung_Heroes,False
810,1996 (69th),,,,False
811,1996 (69th),Original Dramatic Score,Original Dramatic Score,,False
812,1996 (69th),The English Patient,Gabriel Yared,/wiki/The_English_Patient_(film),True
813,1996 (69th),Hamlet,Patrick Doyle,/wiki/Hamlet_(1996_film),False
814,1996 (69th),Michael Collins,Elliot Goldenthal,/wiki/Michael_Collins_(film),False
815,1996 (69th),Shine,David Hirschfelder,/wiki/Shine_(film),False
816,1996 (69th),Sleepers,John Williams,/wiki/Sleepers_(film),False
817,1996 (69th),Original Musical or Comedy Score,Original Musical or Comedy Score,,False
818,1996 (69th),Emma,Rachel Portman,/wiki/Emma_(1996_theatrical_film),True
819,1996 (69th),The First Wives Club,Marc Shaiman,/wiki/The_First_Wives_Club,False
820,1996 (69th),The Hunchback of Notre Dame,Alan Menken (music & orchestral score) & Stephen Schwartz (lyrics),/wiki/The_Hunchback_of_Notre_Dame_(1996_film),False
821,1996 (69th),James and the Giant Peach,Randy Newman,/wiki/James_and_the_Giant_Peach_(film),False
822,1996 (69th),The Preacher's Wife,Hans Zimmer,/wiki/The_Preacher%27s_Wife,False
823,1997 (70th),,,,False
824,1997 (70th),Original Dramatic Score,Original Dramatic Score,,False
825,1997 (70th),Titanic,James Horner,/wiki/Titanic_(1997_film),True
826,1997 (70th),Amistad,John Williams,/wiki/Amistad_(film),False
827,1997 (70th),Good Will Hunting,Danny Elfman,/wiki/Good_Will_Hunting,False
828,1997 (70th),Kundun,Philip Glass,/wiki/Kundun,False
829,1997 (70th),L.A. Confidential,Jerry Goldsmith,/wiki/L.A._Confidential_(film),False
830,1997 (70th),Original Musical or Comedy Score,Original Musical or Comedy Score,,False
831,1997 (70th),The Full Monty,Anne Dudley,/wiki/The_Full_Monty,True
832,1997 (70th),Anastasia,"Stephen Flaherty (music), Lynn Ahrens (lyrics) & David Newman (orchestral score)",/wiki/Anastasia_(1997_film),False
833,1997 (70th),As Good as It Gets,Hans Zimmer,/wiki/As_Good_as_It_Gets,False
834,1997 (70th),Men in Black,Danny Elfman,/wiki/Men_in_Black_(1997_film),False
835,1997 (70th),My Best Friend's Wedding,James Newton Howard,/wiki/My_Best_Friend%27s_Wedding,False
836,1998 (71st),,,,False
837,1998 (71st),Original Dramatic Score,Original Dramatic Score,,False
838,1998 (71st),Life Is Beautiful,Nicola Piovani,/wiki/Life_Is_Beautiful,True
839,1998 (71st),Elizabeth,David Hirschfelder,/wiki/Elizabeth_(film),False
840,1998 (71st),Pleasantville,Randy Newman,/wiki/Pleasantville_(film),False
841,1998 (71st),Saving Private Ryan,John Williams,/wiki/Saving_Private_Ryan,False
842,1998 (71st),The Thin Red Line,Hans Zimmer,/wiki/The_Thin_Red_Line_(1998_film),False
843,1998 (71st),Original Musical or Comedy Score,Original Musical or Comedy Score,,False
844,1998 (71st),Shakespeare in Love,Stephen Warbeck,/wiki/Shakespeare_in_Love,True
845,1998 (71st),A Bug's Life,Randy Newman,/wiki/A_Bug%27s_Life,False
846,1998 (71st),Mulan,"Matthew Wilder (music), David Zippel (lyrics) & Jerry Goldsmith (orchestral score)",/wiki/Mulan_(1998_film),False
847,1998 (71st),Patch Adams,Marc Shaiman,/wiki/Patch_Adams_(film),False
848,1998 (71st),The Prince of Egypt,Stephen Schwartz (music & lyrics) & Hans Zimmer (orchestral score),/wiki/The_Prince_of_Egypt,False
849,1999 (72nd),,,,False
850,1999 (72nd),The Red Violin,John Corigliano,/wiki/The_Red_Violin,True
851,1999 (72nd),American Beauty,Thomas Newman,/wiki/American_Beauty_(1999_film),False
852,1999 (72nd),Angela's Ashes,John Williams,/wiki/Angela%27s_Ashes_(film),False
853,1999 (72nd),The Cider House Rules,Rachel Portman,/wiki/The_Cider_House_Rules_(film),False
854,1999 (72nd),The Talented Mr. Ripley,Gabriel Yared,/wiki/The_Talented_Mr._Ripley_(film),False
855,2000 (73rd),,,,False
856,2000 (73rd),"Crouching Tiger, Hidden Dragon",Tan Dun,"/wiki/Crouching_Tiger,_Hidden_Dragon",True
857,2000 (73rd),Chocolat,Rachel Portman,/wiki/Chocolat_(2000_film),False
858,2000 (73rd),Gladiator,Hans Zimmer[note 9],/wiki/Gladiator_(2000_film),False
859,2000 (73rd),Malèna,Ennio Morricone,/wiki/Mal%C3%A8na_(film),False
860,2000 (73rd),The Patriot,John Williams,/wiki/The_Patriot_(2000_film),False
861,2001 (74th),,,,False
862,2001 (74th),The Lord of the Rings: The Fellowship of the Ring,Howard Shore,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,True
863,2001 (74th),A.I. Artificial Intelligence,John Williams,/wiki/A.I._Artificial_Intelligence,False
864,2001 (74th),A Beautiful Mind,James Horner,/wiki/A_Beautiful_Mind_(film),False
865,2001 (74th),Harry Potter and the Sorcerer's Stone,John Williams,/wiki/Harry_Potter_and_the_Philosopher%27s_Stone_(film),False
866,2001 (74th),"Monsters, Inc.",Randy Newman,"/wiki/Monsters,_Inc.",False
867,2002 (75th),,,,False
868,2002 (75th),Frida,Elliot Goldenthal,/wiki/Frida_(2002_film),True
869,2002 (75th),Catch Me If You Can,John Williams,/wiki/Catch_Me_If_You_Can,False
870,2002 (75th),Far from Heaven,Elmer Bernstein,/wiki/Far_from_Heaven,False
871,2002 (75th),The Hours,Philip Glass,/wiki/The_Hours_(film),False
872,2002 (75th),Road to Perdition,Thomas Newman,/wiki/Road_to_Perdition,False
873,2003 (76th),,,,False
874,2003 (76th),The Lord of the Rings: The Return of the King,Howard Shore,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True
875,2003 (76th),Big Fish,Danny Elfman,/wiki/Big_Fish,False
876,2003 (76th),Cold Mountain,Gabriel Yared,/wiki/Cold_Mountain_(film),False
877,2003 (76th),Finding Nemo,Thomas Newman,/wiki/Finding_Nemo,False
878,2003 (76th),House of Sand and Fog,James Horner,/wiki/House_of_Sand_and_Fog_(film),False
879,2004 (77th),,,,False
880,2004 (77th),Finding Neverland,Jan A. P. Kaczmarek,/wiki/Finding_Neverland_(film),True
881,2004 (77th),Harry Potter and the Prisoner of Azkaban,John Williams,/wiki/Harry_Potter_and_the_Prisoner_of_Azkaban_(film),False
882,2004 (77th),Lemony Snicket's A Series of Unfortunate Events,Thomas Newman,/wiki/Lemony_Snicket%27s_A_Series_of_Unfortunate_Events,False
883,2004 (77th),The Passion of the Christ,John Debney,/wiki/The_Passion_of_the_Christ,False
884,2004 (77th),The Village,James Newton Howard,/wiki/The_Village_(2004_film),False
885,2005 (78th),,,,False
886,2005 (78th),Brokeback Mountain,Gustavo Santaolalla,/wiki/Brokeback_Mountain,True
887,2005 (78th),The Constant Gardener,Alberto Iglesias,/wiki/The_Constant_Gardener_(film),False
888,2005 (78th),Memoirs of a Geisha,John Williams,/wiki/Memoirs_of_a_Geisha_(film),False
889,2005 (78th),Munich,John Williams,/wiki/Munich_(2005_film),False
890,2005 (78th),Pride & Prejudice,Dario Marianelli,/wiki/Pride_%26_Prejudice_(2005_film),False
891,2006 (79th),,,,False
892,2006 (79th),Babel,Gustavo Santaolalla,/wiki/Babel_(film),True
893,2006 (79th),The Good German,Thomas Newman,/wiki/The_Good_German,False
894,2006 (79th),Notes on a Scandal,Philip Glass,/wiki/Notes_on_a_Scandal_(film),False
895,2006 (79th),Pan's Labyrinth,Javier Navarrete,/wiki/Pan%27s_Labyrinth,False
896,2006 (79th),The Queen,Alexandre Desplat,/wiki/The_Queen_(2006_film),False
897,2007 (80th),,,,False
898,2007 (80th),Atonement,Dario Marianelli,/wiki/Atonement_(2007_film),True
899,2007 (80th),3:10 to Yuma,Marco Beltrami,/wiki/3:10_to_Yuma_(2007_film),False
900,2007 (80th),The Kite Runner,Alberto Iglesias,/wiki/The_Kite_Runner_(film),False
901,2007 (80th),Michael Clayton,James Newton Howard,/wiki/Michael_Clayton,False
902,2007 (80th),Ratatouille,Michael Giacchino,/wiki/Ratatouille_(film),False
903,2008 (81st),,,,False
904,2008 (81st),Slumdog Millionaire,A. R. Rahman,/wiki/Slumdog_Millionaire,True
905,2008 (81st),The Curious Case of Benjamin Button,Alexandre Desplat,/wiki/The_Curious_Case_of_Benjamin_Button_(film),False
906,2008 (81st),Defiance,James Newton Howard,/wiki/Defiance_(2008_film),False
907,2008 (81st),Milk,Danny Elfman,/wiki/Milk_(2008_American_film),False
908,2008 (81st),WALL-E,Thomas Newman,/wiki/WALL-E,False
909,2009 (82nd),,,,False
910,2009 (82nd),Up,Michael Giacchino,/wiki/Up_(2009_film),True
911,2009 (82nd),Avatar,James Horner,/wiki/Avatar_(2009_film),False
912,2009 (82nd),Fantastic Mr. Fox,Alexandre Desplat,/wiki/Fantastic_Mr._Fox_(film),False
913,2009 (82nd),The Hurt Locker,Marco Beltrami & Buck Sanders,/wiki/The_Hurt_Locker,False
914,2009 (82nd),Sherlock Holmes,Hans Zimmer,/wiki/Sherlock_Holmes_(2009_film),False
915,2010 (83rd),,,,False
916,2010 (83rd),The Social Network,Trent Reznor & Atticus Ross,/wiki/The_Social_Network,True
917,2010 (83rd),127 Hours,A. R. Rahman,/wiki/127_Hours,False
918,2010 (83rd),How to Train Your Dragon,John Powell,/wiki/How_to_Train_Your_Dragon_(2010_film),False
919,2010 (83rd),Inception,Hans Zimmer,/wiki/Inception,False
920,2010 (83rd),The King's Speech,Alexandre Desplat,/wiki/The_King%27s_Speech,False
921,2011 (84th),,,,False
922,2011 (84th),The Artist,Ludovic Bource,/wiki/The_Artist_(film),True
923,2011 (84th),The Adventures of Tintin,John Williams,/wiki/The_Adventures_of_Tintin_(film),False
924,2011 (84th),Hugo,Howard Shore,/wiki/Hugo_(film),False
925,2011 (84th),Tinker Tailor Soldier Spy,Alberto Iglesias,/wiki/Tinker_Tailor_Soldier_Spy_(film),False
926,2011 (84th),War Horse,John Williams,/wiki/War_Horse_(film),False
927,2012 (85th),,,,False
928,2012 (85th),Life of Pi,Mychael Danna,/wiki/Life_of_Pi_(film),True
929,2012 (85th),Anna Karenina,Dario Marianelli,/wiki/Anna_Karenina_(2012_film),False
930,2012 (85th),Argo,Alexandre Desplat,/wiki/Argo_(2012_film),False
931,2012 (85th),Lincoln,John Williams,/wiki/Lincoln_(film),False
932,2012 (85th),Skyfall,Thomas Newman,/wiki/Skyfall,False
933,2013 (86th),,,,False
934,2013 (86th),Gravity,Steven Price,/wiki/Gravity_(2013_film),True
935,2013 (86th),The Book Thief,John Williams,/wiki/The_Book_Thief_(film),False
936,2013 (86th),Her,Will Butler & Owen Pallett,/wiki/Her_(film),False
937,2013 (86th),Philomena,Alexandre Desplat,/wiki/Philomena_(film),False
938,2013 (86th),Saving Mr. Banks,Thomas Newman,/wiki/Saving_Mr._Banks,False
939,2014 (87th),,,,False
940,2014 (87th),The Grand Budapest Hotel,Alexandre Desplat,/wiki/The_Grand_Budapest_Hotel,True
941,2014 (87th),The Imitation Game,Alexandre Desplat,/wiki/The_Imitation_Game,False
942,2014 (87th),Interstellar,Hans Zimmer,/wiki/Interstellar_(film),False
943,2014 (87th),Mr. Turner,Gary Yershon,/wiki/Mr._Turner,False
944,2014 (87th),The Theory of Everything,Jóhann Jóhannsson,/wiki/The_Theory_of_Everything_(2014_film),False
945,2015 (88th),,,,False
946,2015 (88th),The Hateful Eight,Ennio Morricone,/wiki/The_Hateful_Eight,True
947,2015 (88th),Bridge of Spies,Thomas Newman,/wiki/Bridge_of_Spies_(film),False
948,2015 (88th),Carol,Carter Burwell,/wiki/Carol_(film),False
949,2015 (88th),Sicario,Jóhann Jóhannsson,/wiki/Sicario_(2015_film),False
950,2015 (88th),Star Wars: The Force Awakens,John Williams,/wiki/Star_Wars:_The_Force_Awakens,False
951,2016 (89th) [12],,,,False
952,2016 (89th) [12],La La Land,Justin Hurwitz,/wiki/La_La_Land,True
953,2016 (89th) [12],Jackie,Micachu,/wiki/Jackie_(2016_film),False
954,2016 (89th) [12],Lion,Hauschka & Dustin O'Halloran,/wiki/Lion_(2016_film),False
955,2016 (89th) [12],Moonlight,Nicholas Britell,/wiki/Moonlight_(2016_film),False
956,2016 (89th) [12],Passengers,Thomas Newman,/wiki/Passengers_(2016_film),False
957,2017 (90th),,,,False
958,2017 (90th),The Shape of Water,Alexandre Desplat,/wiki/The_Shape_of_Water,True
959,2017 (90th),Dunkirk,Hans Zimmer,/wiki/Dunkirk_(2017_film),False
960,2017 (90th),Phantom Thread,Jonny Greenwood,/wiki/Phantom_Thread,False
961,2017 (90th),Star Wars: The Last Jedi,John Williams,/wiki/Star_Wars:_The_Last_Jedi,False
962,2017 (90th),"Three Billboards Outside Ebbing, Missouri",Carter Burwell,"/wiki/Three_Billboards_Outside_Ebbing,_Missouri",False
963,2018 (91st),,,,False
964,2018 (91st),Black Panther,Ludwig Göransson,/wiki/Black_Panther_(film),True
965,2018 (91st),BlacKkKlansman,Terence Blanchard,/wiki/BlacKkKlansman,False
966,2018 (91st),If Beale Street Could Talk,Nicholas Britell,/wiki/If_Beale_Street_Could_Talk_(film),False
967,2018 (91st),Isle of Dogs,Alexandre Desplat,/wiki/Isle_of_Dogs_(film),False
968,2018 (91st),Mary Poppins Returns,Marc Shaiman,/wiki/Mary_Poppins_Returns,False
969,2019 (92nd),,,,False
