,Year,Film,Nominees,FilmLink,Won
304,2013 (86th),Star Trek Into Darkness,"Roger Guyett, Patrick Tubach, Ben Grossmann, and Burt Dalton",/wiki/Star_Trek_Into_Darkness,False
305,2014 (87th),,,,False
306,2014 (87th),Interstellar,"Paul Franklin, Andrew Lockley, Ian Hunter, and Scott R. Fisher",/wiki/Interstellar_(film),True
307,2014 (87th),Captain America: The Winter Soldier,"Dan DeLeeuw, Russell Earl, Bryan Grill, and Dan Sudick",/wiki/Captain_America:_The_Winter_Soldier,False
308,2014 (87th),Dawn of the Planet of the Apes,"Joe Letteri, Dan Lemmon, Daniel Barrett, and Erik Winquist",/wiki/Dawn_of_the_Planet_of_the_Apes,False
309,2014 (87th),Guardians of the Galaxy,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner, and Paul Corbould",/wiki/Guardians_of_the_Galaxy_(film),False
310,2014 (87th),X-Men: Days of Future Past,"Richard Stammers, Lou Pecora, Tim Crosbie, and Cameron Waldbauer",/wiki/X-Men:_Days_of_Future_Past,False
311,2015 (88th),,,,False
312,2015 (88th),Ex Machina,"Mark Williams Ardington, Sara Bennett, Paul Norris, and Andrew Whitehurst",/wiki/Ex_Machina_(film),True
313,2015 (88th),Mad Max: Fury Road,"Andrew Jackson, Dan Oliver, Andy Williams, and Tom Wood",/wiki/Mad_Max:_Fury_Road,False
314,2015 (88th),The Martian,"Anders Langlands, Chris Lawrence, Richard Stammers, and Steven Warner",/wiki/The_Martian_(film),False
315,2015 (88th),The Revenant,"Richard McBride, Matt Shumway, Jason Smith, and Cameron Waldbauer",/wiki/The_Revenant_(2015_film),False
316,2015 (88th),Star Wars: The Force Awakens,"Chris Corbould, Roger Guyett, Patrick Tubach, and Neal Scanlan",/wiki/Star_Wars:_The_Force_Awakens,False
317,2016 (89th) [9],,,,False
318,2016 (89th) [9],The Jungle Book,"Robert Legato, Adam Valdez, Andrew R. Jones, and Dan Lemmon",/wiki/The_Jungle_Book_(2016_film),True
319,2016 (89th) [9],Deepwater Horizon,"Craig Hammack, Jason Snell, Jason Billington, and Burt Dalton",/wiki/Deepwater_Horizon_(film),False
320,2016 (89th) [9],Doctor Strange,"Stephane Ceretti, Richard Bluff, Vincent Cirelli, and Paul Corbould",/wiki/Doctor_Strange_(2016_film),False
321,2016 (89th) [9],Kubo and the Two Strings,"Steve Emerson, Oliver Jones, Brian McLean, and Brad Schiff",/wiki/Kubo_and_the_Two_Strings,False
322,2016 (89th) [9],Rogue One: A Star Wars Story,"John Knoll, Mohen Leo, Hal Hickel, and Neil Corbould",/wiki/Rogue_One,False
323,2017 (90th) [10],,,,False
324,2017 (90th) [10],Blade Runner 2049,"John Nelson, Gerd Nefzer, Paul Lambert, and Richard R. Hoover",/wiki/Blade_Runner_2049,True
325,2017 (90th) [10],Guardians of the Galaxy Vol. 2,"Christopher Townsend, Guy Williams, Jonathan Fawkner, and Dan Sudick",/wiki/Guardians_of_the_Galaxy_Vol._2,False
326,2017 (90th) [10],Kong: Skull Island,"Stephen Rosenbaum, Jeff White, Scott Benza, and Mike Meinardus",/wiki/Kong:_Skull_Island,False
327,2017 (90th) [10],Star Wars: The Last Jedi,"Ben Morris, Mike Mulholland, Neal Scanlan, and Chris Corbould",/wiki/Star_Wars:_The_Last_Jedi,False
328,2017 (90th) [10],War for the Planet of the Apes,"Joe Letteri, Daniel Barrett, Dan Lemmon, and Joel Whist",/wiki/War_for_the_Planet_of_the_Apes,False
329,2018 (91st),,,,False
330,2018 (91st),First Man,"Paul Lambert, Ian Hunter, Tristan Myles, and J. D. Schwalm",/wiki/First_Man_(film),True
331,2018 (91st),Avengers: Infinity War,"Dan DeLeeuw, Kelly Port, Russell Earl, and Dan Sudick",/wiki/Avengers:_Infinity_War,False
332,2018 (91st),Christopher Robin,"Christopher Lawrence, Mike Eames, Theo Jones, and Chris Corbould",/wiki/Christopher_Robin_(film),False
333,2018 (91st),Ready Player One,"Roger Guyett, Grady Cofer, Matthew E. Butler, and David Shirk",/wiki/Ready_Player_One_(film),False
334,2018 (91st),Solo: A Star Wars Story,"Rob Bredow, Patrick Tubach, Neal Scanlan, and Dominic Tuohy",/wiki/Solo:_A_Star_Wars_Story,False
335,2019 (92nd),,,,False
336,2019 (92nd),1917,"Guillaume Rocheron, Greg Butler, and Dominic Tuohy",/wiki/1917_(2019_film),True
337,2019 (92nd),Avengers: Endgame,"Dan DeLeeuw, Russell Earl, Matt Aitken, and Dan Sudick",/wiki/Avengers:_Endgame,False
338,2019 (92nd),The Irishman,"Pablo Helman, Leandro Estebecorena, Nelson Sepulveda-Fauser, and Stephane Grabli",/wiki/The_Irishman,False
339,2019 (92nd),The Lion King,"Robert Legato, Adam Valdez, Andrew R. Jones, and Elliot Newman",/wiki/The_Lion_King_(2019_film),False
340,2019 (92nd),Star Wars: The Rise of Skywalker,"Roger Guyett, Neal Scanlan, Patrick Tubach, and Dominic Tuohy",/wiki/Star_Wars:_The_Rise_of_Skywalker,False
341,2020 (93rd),,,,False
342,2020 (93rd),Tenet,"Andrew Jackson, David Lee, Andrew Lockley, and Scott Fisher",/wiki/Tenet_(film),True
343,2020 (93rd),Love and Monsters,"Matt Sloan, Genevieve Camilleri, Matt Everitt, and Brian Cox",/wiki/Love_and_Monsters_(film),False
344,2020 (93rd),The Midnight Sky,"Matt Kasmir, Christopher Lawrence, Max Solomon, and David Watkins",/wiki/The_Midnight_Sky,False
345,2020 (93rd),Mulan,"Sean Faden, Anders Langlands, Seth Maury, and Steve Ingram",/wiki/Mulan_(2020_film),False
346,2020 (93rd),The One and Only Ivan,"Nick Davis, Greg Fisher, Ben Jones, and Santiago Colomo Martínez",/wiki/The_One_and_Only_Ivan_(film),False
347,2021 (94th),,,,False
348,2021 (94th),Dune,"Paul Lambert, Tristan Myles, Brian Connor, and Gerd Nefzer",/wiki/Dune_(2021_film),True
349,2021 (94th),Free Guy,"Swen Gillberg, Bryan Grill, Nikos Kalaitzidis, and Dan Sudick",/wiki/Free_Guy,False
350,2021 (94th),No Time to Die,"Charlie Noble, Joel Green, Jonathan Fawkner, and Chris Corbould",/wiki/No_Time_to_Die,False
351,2021 (94th),Shang-Chi and the Legend of the Ten Rings,"Christopher Townsend, Joe Farrell, Sean Noel Walker, and Dan Oliver",/wiki/Shang-Chi_and_the_Legend_of_the_Ten_Rings,False
352,2021 (94th),Spider-Man: No Way Home,"Kelly Port, Chris Waegner, Scott Edelstein, and Dan Sudick",/wiki/Spider-Man:_No_Way_Home,False
353,2022 (95th),,,,False
354,2022 (95th),Avatar: The Way of Water,"Joe Letteri, Richard Baneham, Eric Saindon, and Daniel Barrett",/wiki/Avatar:_The_Way_of_Water,True
355,2022 (95th),All Quiet on the Western Front,"Frank Petzold, Viktor Müller, Markus Frank, and Kamil Jafar",/wiki/All_Quiet_on_the_Western_Front_(2022_film),False
356,2022 (95th),The Batman,"Dan Lemmon, Russell Earl, Anders Langlands, and Dominic Tuohy",/wiki/The_Batman_(film),False
357,2022 (95th),Black Panther: Wakanda Forever,"Geoffrey Baumann, Craig Hammack, R. Christopher White, and Dan Sudick",/wiki/Black_Panther:_Wakanda_Forever,False
358,2022 (95th),Top Gun: Maverick,"Ryan Tudhope, Seth Hill, Bryan Litson, and Scott R. Fisher",/wiki/Top_Gun:_Maverick,False
359,2023 (96th),,,,False
360,2023 (96th),The Creator,"Jay Cooper, Ian Comley, Andrew Roberts and Neil Corbould",/wiki/The_Creator_(2023_film),False
361,2023 (96th),Godzilla Minus One,"Takashi Yamazaki, Kiyoko Shibuya, Masaki Takahashi and Tatsuji Nojima",/wiki/Godzilla_Minus_One,False
362,2023 (96th),Guardians of the Galaxy Vol. 3,"Stephane Ceretti, Alexis Wajsbrot, Guy Williams and Theo Bialek",/wiki/Guardians_of_the_Galaxy_Vol._3,False
363,2023 (96th),Mission: Impossible – Dead Reckoning Part One,"Alex Wuttke, Simone Coco, Jeff Sutherland and Neil Corbould",/wiki/Mission:_Impossible_%E2%80%93_Dead_Reckoning_Part_One,False
364,2023 (96th),Napoleon,"Charley Henley, Luc-Ewen Martin-Fenouillet, Simone Coco and Neil Corbould",/wiki/Napoleon_(2023_film),False
