,Year,Film,Nominees,FilmLink,Won
328,1958 (31st),Separate Tables,Charles Lang,/wiki/Separate_Tables_(film),False
329,1958 (31st),The Young Lions,Joseph MacDonald,/wiki/The_Young_Lions_(film),False
330,1958 (31st),Color,Color,,False
331,1958 (31st),Gigi,Joseph Ruttenberg,/wiki/Gigi_(1958_film),True
332,1958 (31st),Auntie Mame,Harry Stradling,/wiki/Auntie_Mame_(film),False
333,1958 (31st),Cat on a Hot Tin Roof,William Daniels,/wiki/Cat_on_a_Hot_Tin_Roof_(1958_film),False
334,1958 (31st),The Old Man and the Sea,James Wong Howe,/wiki/The_Old_Man_and_the_Sea_(1958_film),False
335,1958 (31st),South Pacific,Leon Shamroy,/wiki/South_Pacific_(1958_film),False
336,1959 (32nd),,,,False
337,1959 (32nd),Black-and-White,Black-and-White,,False
338,1959 (32nd),The Diary of Anne Frank,William C. Mellor,/wiki/The_Diary_of_Anne_Frank_(1959_film),True
339,1959 (32nd),Anatomy of a Murder,Sam Leavitt,/wiki/Anatomy_of_a_Murder,False
340,1959 (32nd),Career,Joseph LaShelle,/wiki/Career_(1959_film),False
341,1959 (32nd),Some Like It Hot,Charles Lang,/wiki/Some_Like_It_Hot,False
342,1959 (32nd),The Young Philadelphians,Harry Stradling,/wiki/The_Young_Philadelphians,False
343,1959 (32nd),Color,Color,,False
344,1959 (32nd),Ben-Hur,Robert Surtees,/wiki/Ben-Hur_(1959_film),True
345,1959 (32nd),The Big Fisherman,Lee Garmes,/wiki/The_Big_Fisherman,False
346,1959 (32nd),The Five Pennies,Daniel L. Fapp,/wiki/The_Five_Pennies,False
347,1959 (32nd),The Nun's Story,Franz Planer,/wiki/The_Nun%27s_Story_(film),False
348,1959 (32nd),Porgy and Bess,Leon Shamroy,/wiki/Porgy_and_Bess_(film),False
349,1960 (33rd),,,,False
350,1960 (33rd),Black-and-White,Black-and-White,,False
351,1960 (33rd),Sons and Lovers,Freddie Francis,/wiki/Sons_and_Lovers_(film),True
352,1960 (33rd),The Apartment,Joseph LaShelle,/wiki/The_Apartment,False
353,1960 (33rd),The Facts of Life,Charles Lang,/wiki/The_Facts_of_Life_(film),False
354,1960 (33rd),Inherit the Wind,Ernest Laszlo,/wiki/Inherit_the_Wind_(1960_film),False
355,1960 (33rd),Psycho,John L. Russell,/wiki/Psycho_(1960_film),False
356,1960 (33rd),Color,Color,,False
357,1960 (33rd),Spartacus,Russell Metty,/wiki/Spartacus_(film),True
358,1960 (33rd),The Alamo,William H. Clothier,/wiki/The_Alamo_(1960_film),False
359,1960 (33rd),BUtterfield 8,Joseph Ruttenberg and Charles Harten,/wiki/BUtterfield_8,False
360,1960 (33rd),Exodus,Sam Leavitt,/wiki/Exodus_(1960_film),False
361,1960 (33rd),Pepe,Joseph MacDonald,/wiki/Pepe_(1960_film),False
362,1961 (34th),,,,False
363,1961 (34th),Black-and-White,Black-and-White,,False
364,1961 (34th),The Hustler,Eugen Schüfftan,/wiki/The_Hustler,True
365,1961 (34th),The Absent-Minded Professor,Edward Colman,/wiki/The_Absent-Minded_Professor,False
366,1961 (34th),The Children's Hour,Franz Planer,/wiki/The_Children%27s_Hour_(film),False
367,1961 (34th),Judgment at Nuremberg,Ernest Laszlo,/wiki/Judgment_at_Nuremberg,False
368,1961 (34th),"One, Two, Three",Daniel L. Fapp,"/wiki/One,_Two,_Three",False
369,1961 (34th),Color,Color,,False
370,1961 (34th),West Side Story,Daniel L. Fapp,/wiki/West_Side_Story_(1961_film),True
371,1961 (34th),Fanny,Jack Cardiff,/wiki/Fanny_(1961_film),False
372,1961 (34th),Flower Drum Song,Russell Metty,/wiki/Flower_Drum_Song_(film),False
373,1961 (34th),A Majority of One,Harry Stradling,/wiki/A_Majority_of_One_(film),False
374,1961 (34th),One-Eyed Jacks,Charles Lang,/wiki/One-Eyed_Jacks,False
375,1962 (35th),,,,False
376,1962 (35th),Black-and-White,Black-and-White,,False
377,1962 (35th),The Longest Day,Jean Bourgoin and Walter Wottitz,/wiki/The_Longest_Day_(film),True
378,1962 (35th),Birdman of Alcatraz,Burnett Guffey,/wiki/Birdman_of_Alcatraz_(film),False
379,1962 (35th),To Kill a Mockingbird,Russell Harlan,/wiki/To_Kill_a_Mockingbird_(film),False
380,1962 (35th),Two for the Seesaw,Ted D. McCord,/wiki/Two_for_the_Seesaw_(1962_film),False
381,1962 (35th),What Ever Happened to Baby Jane?,Ernest Haller,/wiki/What_Ever_Happened_to_Baby_Jane%3F_(film),False
382,1962 (35th),Color,Color,,False
383,1962 (35th),Lawrence of Arabia,Freddie Young,/wiki/Lawrence_of_Arabia_(film),True
384,1962 (35th),Gypsy,Harry Stradling,/wiki/Gypsy_(1962_film),False
385,1962 (35th),Hatari!,Russell Harlan,/wiki/Hatari!,False
386,1962 (35th),Mutiny on the Bounty,Robert Surtees,/wiki/Mutiny_on_the_Bounty_(1962_film),False
387,1962 (35th),The Wonderful World of the Brothers Grimm,Paul C. Vogel,/wiki/The_Wonderful_World_of_the_Brothers_Grimm,False
388,1963 (36th),,,,False
389,1963 (36th),Black-and-White,Black-and-White,,False
390,1963 (36th),Hud,James Wong Howe,/wiki/Hud_(1963_film),True
391,1963 (36th),The Balcony,George Folsey,/wiki/The_Balcony_(film),False
392,1963 (36th),The Caretakers,Lucien Ballard,/wiki/The_Caretakers,False
393,1963 (36th),Lilies of the Field,Ernest Haller,/wiki/Lilies_of_the_Field_(1963_film),False
394,1963 (36th),Love with the Proper Stranger,Milton Krasner,/wiki/Love_with_the_Proper_Stranger,False
395,1963 (36th),Color,Color,,False
396,1963 (36th),Cleopatra,Leon Shamroy,/wiki/Cleopatra_(1963_film),True
397,1963 (36th),The Cardinal,Leon Shamroy,/wiki/The_Cardinal,False
398,1963 (36th),How the West Was Won,"William Daniels, Milton Krasner, Charles Lang and Joseph LaShelle",/wiki/How_the_West_Was_Won_(film),False
399,1963 (36th),Irma la Douce,Joseph LaShelle,/wiki/Irma_la_Douce,False
400,1963 (36th),"It's a Mad, Mad, Mad, Mad World",Ernest Laszlo,"/wiki/It%27s_a_Mad,_Mad,_Mad,_Mad_World",False
401,1964 (37th),,,,False
402,1964 (37th),Black-and-White,Black-and-White,,False
403,1964 (37th),Zorba the Greek,Walter Lassally,/wiki/Zorba_the_Greek_(film),True
404,1964 (37th),The Americanization of Emily,Philip H. Lathrop,/wiki/The_Americanization_of_Emily,False
405,1964 (37th),Fate Is the Hunter,Milton Krasner,/wiki/Fate_Is_the_Hunter_(film),False
406,1964 (37th),"Hush...Hush, Sweet Charlotte",Joseph Biroc,"/wiki/Hush...Hush,_Sweet_Charlotte",False
407,1964 (37th),The Night of the Iguana,Gabriel Figueroa,/wiki/The_Night_of_the_Iguana_(film),False
408,1964 (37th),Color,Color,,False
409,1964 (37th),My Fair Lady,Harry Stradling,/wiki/My_Fair_Lady_(film),True
410,1964 (37th),Becket,Geoffrey Unsworth,/wiki/Becket_(1964_film),False
411,1964 (37th),Cheyenne Autumn,William H. Clothier,/wiki/Cheyenne_Autumn,False
412,1964 (37th),Mary Poppins,Edward Colman,/wiki/Mary_Poppins_(film),False
413,1964 (37th),The Unsinkable Molly Brown,Daniel L. Fapp,/wiki/The_Unsinkable_Molly_Brown_(film),False
414,1965 (38th),,,,False
415,1965 (38th),Black-and-White,Black-and-White,,False
416,1965 (38th),Ship of Fools,Ernest Laszlo,/wiki/Ship_of_Fools_(film),True
417,1965 (38th),In Harm's Way,Loyal Griggs,/wiki/In_Harm%27s_Way,False
418,1965 (38th),King Rat,Burnett Guffey,/wiki/King_Rat_(film),False
419,1965 (38th),Morituri,Conrad Hall,/wiki/Morituri_(1965_film),False
420,1965 (38th),A Patch of Blue,Robert Burks,/wiki/A_Patch_of_Blue,False
421,1965 (38th),Color,Color,,False
422,1965 (38th),Doctor Zhivago,Freddie Young,/wiki/Doctor_Zhivago_(film),True
423,1965 (38th),The Agony and the Ecstasy,Leon Shamroy,/wiki/The_Agony_and_the_Ecstasy_(film),False
424,1965 (38th),The Great Race,Russell Harlan,/wiki/The_Great_Race,False
425,1965 (38th),The Greatest Story Ever Told,William C. Mellor and Loyal Griggs,/wiki/The_Greatest_Story_Ever_Told,False
426,1965 (38th),The Sound of Music,Ted D. McCord,/wiki/The_Sound_of_Music_(film),False
427,1966 (39th),,,,False
428,1966 (39th),Black-and-White,Black-and-White,,False
429,1966 (39th),Who's Afraid of Virginia Woolf?,Haskell Wexler,/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film),True
430,1966 (39th),The Fortune Cookie,Joseph LaShelle,/wiki/The_Fortune_Cookie,False
431,1966 (39th),Georgy Girl,Kenneth Higgins,/wiki/Georgy_Girl,False
432,1966 (39th),Is Paris Burning?,Marcel Grignon,/wiki/Is_Paris_Burning%3F_(film),False
433,1966 (39th),Seconds,James Wong Howe,/wiki/Seconds_(1966_film),False
434,1966 (39th),Color,Color,,False
435,1966 (39th),A Man for All Seasons,Ted Moore,/wiki/A_Man_for_All_Seasons_(1966_film),True
436,1966 (39th),Fantastic Voyage,Ernest Laszlo,/wiki/Fantastic_Voyage,False
437,1966 (39th),Hawaii,Russell Harlan,/wiki/Hawaii_(1966_film),False
438,1966 (39th),The Professionals,Conrad Hall,/wiki/The_Professionals_(1966_film),False
439,1966 (39th),The Sand Pebbles,Joseph MacDonald,/wiki/The_Sand_Pebbles_(film),False
440,1967 (40th),,,,False
441,1967 (40th),Bonnie and Clyde,Burnett Guffey,/wiki/Bonnie_and_Clyde_(film),True
442,1967 (40th),Camelot,Richard H. Kline,/wiki/Camelot_(film),False
443,1967 (40th),Doctor Dolittle,Robert Surtees,/wiki/Doctor_Dolittle_(1967_film),False
444,1967 (40th),The Graduate,Robert Surtees,/wiki/The_Graduate,False
445,1967 (40th),In Cold Blood,Conrad Hall,/wiki/In_Cold_Blood_(film),False
446,1968 (41st),,,,False
447,1968 (41st),Romeo and Juliet,Pasqualino De Santis,/wiki/Romeo_and_Juliet_(1968_film),True
448,1968 (41st),Funny Girl,Harry Stradling,/wiki/Funny_Girl_(film),False
449,1968 (41st),Ice Station Zebra,Daniel L. Fapp,/wiki/Ice_Station_Zebra,False
450,1968 (41st),Oliver!,Oswald Morris,/wiki/Oliver!_(film),False
451,1968 (41st),Star!,Ernest Laszlo,/wiki/Star!_(film),False
452,1969 (42nd),,,,False
453,1969 (42nd),Butch Cassidy and the Sundance Kid,Conrad Hall,/wiki/Butch_Cassidy_and_the_Sundance_Kid,True
454,1969 (42nd),Anne of the Thousand Days,Arthur Ibbetson,/wiki/Anne_of_the_Thousand_Days,False
455,1969 (42nd),Bob & Carol & Ted & Alice,Charles Lang,/wiki/Bob_%26_Carol_%26_Ted_%26_Alice,False
456,1969 (42nd),"Hello, Dolly!",Harry Stradling (posthumously),"/wiki/Hello,_Dolly!_(film)",False
457,1969 (42nd),Marooned,Daniel L. Fapp,/wiki/Marooned_(1969_film),False
458,1970 (43rd),,,,False
459,1970 (43rd),Ryan's Daughter,Freddie Young,/wiki/Ryan%27s_Daughter,True
460,1970 (43rd),Airport,Ernest Laszlo,/wiki/Airport_(1970_film),False
461,1970 (43rd),Patton,Fred J. Koenekamp,/wiki/Patton_(film),False
462,1970 (43rd),Tora! Tora! Tora!,"Osamu Furuya, Shinsaku Himeda, Masamichi Satoh and Charles F. Wheeler",/wiki/Tora!_Tora!_Tora!,False
463,1970 (43rd),Women in Love,Billy Williams,/wiki/Women_in_Love_(film),False
464,1971 (44th),,,,False
465,1971 (44th),Fiddler on the Roof,Oswald Morris,/wiki/Fiddler_on_the_Roof_(film),True
466,1971 (44th),The French Connection,Owen Roizman,/wiki/The_French_Connection_(film),False
467,1971 (44th),The Last Picture Show,Robert Surtees,/wiki/The_Last_Picture_Show,False
468,1971 (44th),Nicholas and Alexandra,Freddie Young,/wiki/Nicholas_and_Alexandra,False
469,1971 (44th),Summer of '42,Robert Surtees,/wiki/Summer_of_%2742,False
470,1972 (45th),,,,False
471,1972 (45th),Cabaret,Geoffrey Unsworth,/wiki/Cabaret_(1972_film),True
472,1972 (45th),1776,Harry Stradling Jr.,/wiki/1776_(film),False
473,1972 (45th),Butterflies Are Free,Charles Lang,/wiki/Butterflies_Are_Free,False
474,1972 (45th),The Poseidon Adventure,Harold E. Stine,/wiki/The_Poseidon_Adventure_(1972_film),False
475,1972 (45th),Travels with My Aunt,Douglas Slocombe,/wiki/Travels_with_My_Aunt_(film),False
476,1973 (46th),,,,False
477,1973 (46th),Cries and Whispers,Sven Nykvist,/wiki/Cries_and_Whispers,True
478,1973 (46th),The Exorcist,Owen Roizman,/wiki/The_Exorcist,False
479,1973 (46th),Jonathan Livingston Seagull,Jack Couffer,/wiki/Jonathan_Livingston_Seagull_(film),False
480,1973 (46th),The Sting,Robert Surtees,/wiki/The_Sting,False
481,1973 (46th),The Way We Were,Harry Stradling Jr.,/wiki/The_Way_We_Were,False
482,1974 (47th),,,,False
483,1974 (47th),The Towering Inferno,Fred J. Koenekamp and Joseph Biroc,/wiki/The_Towering_Inferno,True
484,1974 (47th),Chinatown,John A. Alonzo,/wiki/Chinatown_(1974_film),False
485,1974 (47th),Earthquake,Philip H. Lathrop,/wiki/Earthquake_(1974_film),False
486,1974 (47th),Lenny,Bruce Surtees,/wiki/Lenny_(film),False
487,1974 (47th),Murder on the Orient Express,Geoffrey Unsworth,/wiki/Murder_on_the_Orient_Express_(1974_film),False
488,1975 (48th),,,,False
489,1975 (48th),Barry Lyndon,John Alcott,/wiki/Barry_Lyndon,True
490,1975 (48th),The Day of the Locust,Conrad Hall,/wiki/The_Day_of_the_Locust_(film),False
491,1975 (48th),Funny Lady,James Wong Howe,/wiki/Funny_Lady,False
492,1975 (48th),The Hindenburg,Robert Surtees,/wiki/The_Hindenburg_(film),False
493,1975 (48th),One Flew Over the Cuckoo's Nest,Haskell Wexler and Bill Butler,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),False
494,1976 (49th),,,,False
495,1976 (49th),Bound for Glory,Haskell Wexler,/wiki/Bound_for_Glory_(1976_film),True
496,1976 (49th),King Kong,Richard H. Kline,/wiki/King_Kong_(1976_film),False
497,1976 (49th),Logan's Run,Ernest Laszlo,/wiki/Logan%27s_Run_(film),False
498,1976 (49th),Network,Owen Roizman,/wiki/Network_(1976_film),False
499,1976 (49th),A Star Is Born,Robert Surtees,/wiki/A_Star_Is_Born_(1976_film),False
500,1977 (50th),,,,False
501,1977 (50th),Close Encounters of the Third Kind,Vilmos Zsigmond,/wiki/Close_Encounters_of_the_Third_Kind,True
502,1977 (50th),Islands in the Stream,Fred J. Koenekamp,/wiki/Islands_in_the_Stream_(film),False
503,1977 (50th),Julia,Douglas Slocombe,/wiki/Julia_(1977_film),False
504,1977 (50th),Looking for Mr. Goodbar,William A. Fraker,/wiki/Looking_for_Mr._Goodbar_(film),False
505,1977 (50th),The Turning Point,Robert Surtees,/wiki/The_Turning_Point_(1977_film),False
506,1978 (51st),,,,False
507,1978 (51st),Days of Heaven,Néstor Almendros,/wiki/Days_of_Heaven,True
508,1978 (51st),The Deer Hunter,Vilmos Zsigmond,/wiki/The_Deer_Hunter,False
509,1978 (51st),Heaven Can Wait,William A. Fraker,/wiki/Heaven_Can_Wait_(1978_film),False
510,1978 (51st),"Same Time, Next Year",Robert Surtees,"/wiki/Same_Time,_Next_Year_(film)",False
511,1978 (51st),The Wiz,Oswald Morris,/wiki/The_Wiz_(film),False
512,1979 (52nd),,,,False
513,1979 (52nd),Apocalypse Now,Vittorio Storaro,/wiki/Apocalypse_Now,True
514,1979 (52nd),1941,William A. Fraker,/wiki/1941_(film),False
515,1979 (52nd),All That Jazz,Giuseppe Rotunno,/wiki/All_That_Jazz_(film),False
516,1979 (52nd),The Black Hole,Frank V. Phillips,/wiki/The_Black_Hole_(1979_film),False
517,1979 (52nd),Kramer vs. Kramer,Néstor Almendros,/wiki/Kramer_vs._Kramer,False
518,1980 (53rd),,,,False
519,1980 (53rd),Tess,Geoffrey Unsworth (posthumously) and Ghislain Cloquet,/wiki/Tess_(1979_film),True
520,1980 (53rd),The Blue Lagoon,Néstor Almendros,/wiki/The_Blue_Lagoon_(1980_film),False
521,1980 (53rd),Coal Miner's Daughter,Ralf D. Bode,/wiki/Coal_Miner%27s_Daughter_(film),False
522,1980 (53rd),The Formula,James Crabe,/wiki/The_Formula_(1980_film),False
523,1980 (53rd),Raging Bull,Michael Chapman,/wiki/Raging_Bull,False
524,1981 (54th),,,,False
525,1981 (54th),Reds,Vittorio Storaro,/wiki/Reds_(film),True
526,1981 (54th),Excalibur,Alex Thomson,/wiki/Excalibur_(film),False
527,1981 (54th),On Golden Pond,Billy Williams,/wiki/On_Golden_Pond_(1981_film),False
528,1981 (54th),Ragtime,Miroslav Ondříček,/wiki/Ragtime_(film),False
529,1981 (54th),Raiders of the Lost Ark,Douglas Slocombe,/wiki/Raiders_of_the_Lost_Ark,False
530,1982 (55th),,,,False
531,1982 (55th),Gandhi,Billy Williams and Ronnie Taylor,/wiki/Gandhi_(film),True
532,1982 (55th),Das Boot,Jost Vacano,/wiki/Das_Boot,False
533,1982 (55th),E.T. the Extra-Terrestrial,Allen Daviau,/wiki/E.T._the_Extra-Terrestrial,False
534,1982 (55th),Sophie's Choice,Néstor Almendros,/wiki/Sophie%27s_Choice_(film),False
535,1982 (55th),Tootsie,Owen Roizman,/wiki/Tootsie,False
536,1983 (56th),,,,False
537,1983 (56th),Fanny and Alexander,Sven Nykvist,/wiki/Fanny_and_Alexander,True
538,1983 (56th),Flashdance,Don Peterman,/wiki/Flashdance,False
539,1983 (56th),The Right Stuff,Caleb Deschanel,/wiki/The_Right_Stuff_(film),False
540,1983 (56th),WarGames,William A. Fraker,/wiki/WarGames,False
541,1983 (56th),Zelig,Gordon Willis,/wiki/Zelig,False
542,1984 (57th),,,,False
543,1984 (57th),The Killing Fields,Chris Menges,/wiki/The_Killing_Fields_(film),True
544,1984 (57th),Amadeus,Miroslav Ondříček,/wiki/Amadeus_(film),False
545,1984 (57th),The Natural,Caleb Deschanel,/wiki/The_Natural_(film),False
546,1984 (57th),A Passage to India,Ernest Day,/wiki/A_Passage_to_India_(film),False
547,1984 (57th),The River,Vilmos Zsigmond,/wiki/The_River_(1984_film),False
548,1985 (58th),,,,False
549,1985 (58th),Out of Africa,David Watkin,/wiki/Out_of_Africa_(film),True
550,1985 (58th),The Color Purple,Allen Daviau,/wiki/The_Color_Purple_(1985_film),False
551,1985 (58th),Murphy's Romance,William A. Fraker,/wiki/Murphy%27s_Romance,False
552,1985 (58th),Ran,"Takao Saito, Masaharu Ueda, and Asakazu Nakai",/wiki/Ran_(film),False
553,1985 (58th),Witness,John Seale,/wiki/Witness_(1985_film),False
554,1986 (59th),,,,False
555,1986 (59th),The Mission,Chris Menges,/wiki/The_Mission_(1986_film),True
556,1986 (59th),Peggy Sue Got Married,Jordan Cronenweth,/wiki/Peggy_Sue_Got_Married,False
557,1986 (59th),Platoon,Robert Richardson,/wiki/Platoon_(film),False
558,1986 (59th),A Room with a View,Tony Pierce-Roberts,/wiki/A_Room_with_a_View_(1985_film),False
559,1986 (59th),Star Trek IV: The Voyage Home,Don Peterman,/wiki/Star_Trek_IV:_The_Voyage_Home,False
560,1987 (60th),,,,False
561,1987 (60th),The Last Emperor,Vittorio Storaro,/wiki/The_Last_Emperor,True
562,1987 (60th),Broadcast News,Michael Ballhaus,/wiki/Broadcast_News_(film),False
563,1987 (60th),Empire of the Sun,Allen Daviau,/wiki/Empire_of_the_Sun_(film),False
564,1987 (60th),Hope and Glory,Philippe Rousselot,/wiki/Hope_and_Glory_(film),False
565,1987 (60th),Matewan,Haskell Wexler,/wiki/Matewan,False
566,1988 (61st),,,,False
567,1988 (61st),Mississippi Burning,Peter Biziou,/wiki/Mississippi_Burning,True
568,1988 (61st),Rain Man,John Seale,/wiki/Rain_Man,False
569,1988 (61st),Tequila Sunrise,Conrad Hall,/wiki/Tequila_Sunrise_(film),False
570,1988 (61st),The Unbearable Lightness of Being,Sven Nykvist,/wiki/The_Unbearable_Lightness_of_Being_(film),False
571,1988 (61st),Who Framed Roger Rabbit,Dean Cundey,/wiki/Who_Framed_Roger_Rabbit,False
572,1989 (62nd),,,,False
573,1989 (62nd),Glory,Freddie Francis,/wiki/Glory_(1989_film),True
574,1989 (62nd),The Abyss,Mikael Salomon,/wiki/The_Abyss,False
575,1989 (62nd),Blaze,Haskell Wexler,/wiki/Blaze_(1989_film),False
576,1989 (62nd),Born on the Fourth of July,Robert Richardson,/wiki/Born_on_the_Fourth_of_July_(film),False
577,1989 (62nd),The Fabulous Baker Boys,Michael Ballhaus,/wiki/The_Fabulous_Baker_Boys,False
578,1990 (63rd),,,,False
579,1990 (63rd),Dances with Wolves,Dean Semler,/wiki/Dances_with_Wolves,True
580,1990 (63rd),Avalon,Allen Daviau,/wiki/Avalon_(1990_film),False
581,1990 (63rd),Dick Tracy,Vittorio Storaro,/wiki/Dick_Tracy_(1990_film),False
582,1990 (63rd),The Godfather Part III,Gordon Willis,/wiki/The_Godfather_Part_III,False
583,1990 (63rd),Henry & June,Philippe Rousselot,/wiki/Henry_%26_June,False
584,1991 (64th),,,,False
585,1991 (64th),JFK,Robert Richardson,/wiki/JFK_(film),True
586,1991 (64th),Bugsy,Allen Daviau,/wiki/Bugsy,False
587,1991 (64th),The Prince of Tides,Stephen Goldblatt,/wiki/The_Prince_of_Tides,False
588,1991 (64th),Terminator 2: Judgment Day,Adam Greenberg,/wiki/Terminator_2:_Judgment_Day,False
589,1991 (64th),Thelma & Louise,Adrian Biddle,/wiki/Thelma_%26_Louise,False
590,1992 (65th),,,,False
591,1992 (65th),A River Runs Through It,Philippe Rousselot,/wiki/A_River_Runs_Through_It_(film),True
592,1992 (65th),Hoffa,Stephen H. Burum,/wiki/Hoffa_(film),False
593,1992 (65th),Howards End,Tony Pierce-Roberts,/wiki/Howards_End_(film),False
594,1992 (65th),The Lover,Robert Fraisse,/wiki/The_Lover_(1992_film),False
595,1992 (65th),Unforgiven,Jack N. Green,/wiki/Unforgiven,False
596,1993 (66th),,,,False
597,1993 (66th),Schindler's List,Janusz Kamiński,/wiki/Schindler%27s_List,True
598,1993 (66th),Farewell My Concubine,Gu Changwei,/wiki/Farewell_My_Concubine_(film),False
599,1993 (66th),The Fugitive,Michael Chapman,/wiki/The_Fugitive_(1993_film),False
600,1993 (66th),The Piano,Stuart Dryburgh,/wiki/The_Piano,False
601,1993 (66th),Searching for Bobby Fischer,Conrad Hall,/wiki/Searching_for_Bobby_Fischer,False
602,1994 (67th),,,,False
603,1994 (67th),Legends of the Fall,John Toll,/wiki/Legends_of_the_Fall,True
604,1994 (67th),Forrest Gump,Don Burgess,/wiki/Forrest_Gump,False
605,1994 (67th),The Shawshank Redemption,Roger Deakins,/wiki/The_Shawshank_Redemption,False
606,1994 (67th),Three Colours: Red,Piotr Sobociński,/wiki/Three_Colours:_Red,False
607,1994 (67th),Wyatt Earp,Owen Roizman,/wiki/Wyatt_Earp_(film),False
608,1995 (68th),,,,False
609,1995 (68th),Braveheart,John Toll,/wiki/Braveheart,True
610,1995 (68th),Batman Forever,Stephen Goldblatt,/wiki/Batman_Forever,False
611,1995 (68th),A Little Princess,Emmanuel Lubezki,/wiki/A_Little_Princess_(1995_film),False
612,1995 (68th),Sense and Sensibility,Michael Coulter,/wiki/Sense_and_Sensibility_(film),False
613,1995 (68th),Shanghai Triad,Lü Yue,/wiki/Shanghai_Triad,False
614,1996 (69th),,,,False
615,1996 (69th),The English Patient,John Seale,/wiki/The_English_Patient_(film),True
616,1996 (69th),Evita,Darius Khondji,/wiki/Evita_(1996_film),False
617,1996 (69th),Fargo,Roger Deakins,/wiki/Fargo_(1996_film),False
618,1996 (69th),Fly Away Home,Caleb Deschanel,/wiki/Fly_Away_Home,False
619,1996 (69th),Michael Collins,Chris Menges,/wiki/Michael_Collins_(film),False
620,1997 (70th),,,,False
621,1997 (70th),Titanic,Russell Carpenter,/wiki/Titanic_(1997_film),True
622,1997 (70th),Amistad,Janusz Kamiński,/wiki/Amistad_(film),False
623,1997 (70th),Kundun,Roger Deakins,/wiki/Kundun,False
624,1997 (70th),L.A. Confidential,Dante Spinotti,/wiki/L.A._Confidential_(film),False
625,1997 (70th),The Wings of the Dove,Eduardo Serra,/wiki/The_Wings_of_the_Dove_(1997_film),False
626,1998 (71st),,,,False
627,1998 (71st),Saving Private Ryan,Janusz Kamiński,/wiki/Saving_Private_Ryan,True
628,1998 (71st),A Civil Action,Conrad Hall,/wiki/A_Civil_Action_(film),False
629,1998 (71st),Elizabeth,Remi Adefarasin,/wiki/Elizabeth_(film),False
630,1998 (71st),Shakespeare in Love,Richard Greatrex,/wiki/Shakespeare_in_Love,False
631,1998 (71st),The Thin Red Line,John Toll,/wiki/The_Thin_Red_Line_(1998_film),False
632,1999 (72nd),,,,False
633,1999 (72nd),American Beauty,Conrad Hall,/wiki/American_Beauty_(1999_film),True
634,1999 (72nd),The End of the Affair,Roger Pratt,/wiki/The_End_of_the_Affair_(1999_film),False
635,1999 (72nd),The Insider,Dante Spinotti,/wiki/The_Insider_(film),False
636,1999 (72nd),Sleepy Hollow,Emmanuel Lubezki,/wiki/Sleepy_Hollow_(film),False
637,1999 (72nd),Snow Falling on Cedars,Robert Richardson,/wiki/Snow_Falling_on_Cedars_(film),False
638,2000 (73rd),,,,False
639,2000 (73rd),"Crouching Tiger, Hidden Dragon",Peter Pau,"/wiki/Crouching_Tiger,_Hidden_Dragon",True
640,2000 (73rd),Gladiator,John Mathieson,/wiki/Gladiator_(2000_film),False
641,2000 (73rd),Malèna,Lajos Koltai,/wiki/Mal%C3%A8na_(film),False
642,2000 (73rd),"O Brother, Where Art Thou?",Roger Deakins,"/wiki/O_Brother,_Where_Art_Thou%3F",False
643,2000 (73rd),The Patriot,Caleb Deschanel,/wiki/The_Patriot_(2000_film),False
644,2001 (74th),,,,False
645,2001 (74th),The Lord of the Rings: The Fellowship of the Ring,Andrew Lesnie,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,True
646,2001 (74th),Amélie,Bruno Delbonnel,/wiki/Am%C3%A9lie,False
647,2001 (74th),Black Hawk Down,Sławomir Idziak,/wiki/Black_Hawk_Down_(film),False
648,2001 (74th),The Man Who Wasn't There,Roger Deakins,/wiki/The_Man_Who_Wasn%27t_There_(2001_film),False
649,2001 (74th),Moulin Rouge!,Donald McAlpine,/wiki/Moulin_Rouge!,False
650,2002 (75th),,,,False
651,2002 (75th),Road to Perdition,Conrad Hall (posthumously),/wiki/Road_to_Perdition,True
652,2002 (75th),Chicago,Dion Beebe,/wiki/Chicago_(2002_film),False
653,2002 (75th),Far from Heaven,Edward Lachman,/wiki/Far_from_Heaven,False
654,2002 (75th),Gangs of New York,Michael Ballhaus,/wiki/Gangs_of_New_York,False
655,2002 (75th),The Pianist,Paweł Edelman,/wiki/The_Pianist_(2002_film),False
656,2003 (76th),,,,False
657,2003 (76th),Master and Commander: The Far Side of the World,Russell Boyd,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,True
658,2003 (76th),City of God,César Charlone,/wiki/City_of_God_(2002_film),False
659,2003 (76th),Cold Mountain,John Seale,/wiki/Cold_Mountain_(film),False
660,2003 (76th),Girl with a Pearl Earring,Eduardo Serra,/wiki/Girl_with_a_Pearl_Earring_(film),False
661,2003 (76th),Seabiscuit,John Schwartzman,/wiki/Seabiscuit_(film),False
662,2004 (77th),,,,False
663,2004 (77th),The Aviator,Robert Richardson,/wiki/The_Aviator_(2004_film),True
664,2004 (77th),House of Flying Daggers,Zhao Xiaoding,/wiki/House_of_Flying_Daggers,False
665,2004 (77th),The Passion of the Christ,Caleb Deschanel,/wiki/The_Passion_of_the_Christ,False
