,Year,Film,Nominees,FilmLink,Won
142,1968 (41st),The House That Ananda Built,Fali Bilimoria,/wiki/The_House_That_Ananda_Built,False
143,1968 (41st),The Revolving Door,Lee R. Bobker,/wiki/The_Revolving_Door,False
144,1968 (41st),A Space to Grow,Thomas P. Kelly Jr.,/wiki/A_Space_to_Grow,False
145,1968 (41st),A Way Out of the Wilderness,Dan E. Weisburd,/wiki/A_Way_Out_of_the_Wilderness,False
146,1969 (42nd),,,,False
147,1969 (42nd),Czechoslovakia 1968,Denis Sanders and Robert M. Fresco,/wiki/Czechoslovakia_1968,True
148,1969 (42nd),An Impression of John Steinbeck: Writer,Donald Wrye,/wiki/An_Impression_of_John_Steinbeck:_Writer,False
149,1969 (42nd),Jenny Is a Good Thing,Joan Horvath,/wiki/Jenny_Is_a_Good_Thing,False
150,1969 (42nd),Leo Beuerman,Arthur H. Wolf and Russell A. Mosser,/wiki/Leo_Beuerman,False
151,1969 (42nd),The Magic Machines,Joan Keller Stern,/wiki/The_Magic_Machines,False
152,1970 (43rd),,,,False
153,1970 (43rd),Interviews with My Lai Veterans,Joseph Strick,/wiki/Interviews_with_My_Lai_Veterans,True
154,1970 (43rd),The Gifts,Robert McBride,/wiki/The_Gifts,False
155,1970 (43rd),A Long Way from Nowhere,Bob Aller,/wiki/A_Long_Way_from_Nowhere,False
156,1970 (43rd),Oisin,Patrick Carey and Vivien Carey,/wiki/Oisin_(film),False
157,1970 (43rd),Time Is Running Out,Horst Dallmayr and Robert Menegoz,/wiki/Time_Is_Running_Out_(film),False
158,1971 (44th),,,,False
159,1971 (44th),Sentinels of Silence,Manuel Arango and Robert Amram,/wiki/Sentinels_of_Silence,True
160,1971 (44th),Adventures in Perception,Han van Gelder,/wiki/Adventures_in_Perception,False
161,1971 (44th),Art Is...,Julian Krainin and DeWitt L. Sage Jr.,/wiki/Art_Is...,False
162,1971 (44th),The Numbers Start with the River,Donald Wrye,/wiki/The_Numbers_Start_with_the_River,False
163,1971 (44th),Somebody Waiting,"Hal Riney, Dick Snider and Sherwood Omens",/wiki/Somebody_Waiting,False
164,1972 (45th),,,,False
165,1972 (45th),This Tiny World,Charles and Martina Huguenot van der Linden,/wiki/This_Tiny_World,True
166,1972 (45th),Hundertwasser's Rainy Day,Peter Schamoni,/wiki/Hundertwasser%27s_Rainy_Day,False
167,1972 (45th),K-Z,Giorgio Treves,/wiki/K-Z,False
168,1972 (45th),Selling Out,Tadeusz Jaworski,/wiki/Selling_Out_(film),False
169,1972 (45th),The Tide of Traffic,Humphrey Swingler,/wiki/The_Tide_of_Traffic,False
170,1973 (46th),,,,False
171,1973 (46th),Princeton: A Search for Answers,Julian Krainin and DeWitt Sage,/wiki/Princeton:_A_Search_for_Answers,True
172,1973 (46th),Background,Carmen D'Avino,/wiki/Background_(1973_film),False
173,1973 (46th),Children at Work (Paisti Ag Obair),Louis Marcus,/wiki/Children_at_Work,False
174,1973 (46th),Christo's Valley Curtain,Albert Maysles and David Maysles,/wiki/Christo%27s_Valley_Curtain,False
175,1973 (46th),Four Stones for Kanemitsu,Terry Sanders and June Wayne,/wiki/Four_Stones_for_Kanemitsu,False
176,1974 (47th),,,,False
177,1974 (47th),Don't,Robin Lehman,/wiki/Don%27t_(1974_film),True
178,1974 (47th),City Out of Wilderness,Francis Thompson,/wiki/City_Out_of_Wilderness,False
179,1974 (47th),Exploratorium,Jon Boorstin,/wiki/Exploratorium_(film),False
180,1974 (47th),John Muir's High Sierra,Dewitt Jones and Lesley Foster,/wiki/John_Muir%27s_High_Sierra,False
181,1974 (47th),Naked Yoga,Ronald S. Kass and Mervyn Lloyd,/wiki/Naked_Yoga_(film),False
182,1975 (48th),,,,False
183,1975 (48th),The End of the Game,Claire Wilbur and Robin Lehman,/wiki/The_End_of_the_Game_(1975_film),True
184,1975 (48th),Arthur and Lillie,"Jon Else, Steven Kovacs and Kristine Samuelson",/wiki/Arthur_and_Lillie,False
185,1975 (48th),Millions of Years Ahead of Man,Manfred Baier,/wiki/Millions_of_Years_Ahead_of_Man,False
186,1975 (48th),Probes in Space,George V. Casey,/wiki/Probes_in_Space,False
187,1975 (48th),Whistling Smith,Barrie Howells and Michael Scott,/wiki/Whistling_Smith,False
188,1976 (49th),,,,False
189,1976 (49th),Number Our Days,Lynne Littman and Barbara Myerhoff,/wiki/Number_Our_Days,True
190,1976 (49th),American Shoeshine,Sparky Greene,/wiki/American_Shoeshine,False
191,1976 (49th),Blackwood,Tony Ianzelo and Andy Thomson,/wiki/Blackwood_(1976_film),False
192,1976 (49th),The End of the Road,John Armstrong,/wiki/The_End_of_the_Road_(1976_film),False
193,1976 (49th),Universe,Lester Novros,/wiki/Universe_(1976_film),False
194,1977 (50th),,,,False
195,1977 (50th),Gravity Is My Enemy,John C. Joseph and Jan Stussy,/wiki/Gravity_Is_My_Enemy,True
196,1977 (50th),"Agueda Martinez: Our People, Our Country",Moctesuma Esparza,"/wiki/Agueda_Martinez:_Our_People,_Our_Country",False
197,1977 (50th),First Edition,Helen Whitney and DeWitt L. Sage Jr.,/wiki/First_Edition_(film),False
198,1977 (50th),"Of Time, Tombs and Treasures",James R. Messenger and Paul N. Raimondi,"/wiki/Of_Time,_Tombs_and_Treasures",False
199,1977 (50th),The Shetland Experience,Douglas Gordon,/wiki/The_Shetland_Experience,False
200,1978 (51st),,,,False
201,1978 (51st),The Flight of the Gossamer Condor,Jacqueline Phillips Shedd and Ben Shedd,/wiki/The_Flight_of_the_Gossamer_Condor,True
202,1978 (51st),The Divided Trail: A Native American Odyssey,Jerry Aronson,/wiki/The_Divided_Trail:_A_Native_American_Odyssey,False
203,1978 (51st),An Encounter with Faces,K.K. Kapil,/wiki/An_Encounter_with_Faces,False
204,1978 (51st),Goodnight Miss Ann,August Cinquegrana,/wiki/Goodnight_Miss_Ann,False
205,1978 (51st),Squires of San Quentin,J. Gary Mitchell,/wiki/Squires_of_San_Quentin,False
206,1979 (52nd),,,,False
207,1979 (52nd),Paul Robeson: Tribute to an Artist,Saul J. Turell,/wiki/Paul_Robeson:_Tribute_to_an_Artist,True
208,1979 (52nd),Dae,Risto Teofilovski,/wiki/Dae_(film),False
209,1979 (52nd),Koryo Celadon,Donald A. Connolly and James R. Messenger,/wiki/Koryo_Celadon,False
210,1979 (52nd),Nails,Phillip Borsos,/wiki/Nails_(1979_film),False
211,1979 (52nd),Remember Me,Dick Young,/wiki/Remember_Me_(1979_film),False
212,1980 (53rd),,,,False
213,1980 (53rd),Karl Hess: Toward Liberty,Roland Hallé and Peter Ladue,/wiki/Karl_Hess:_Toward_Liberty,True
214,1980 (53rd),Don't Mess with Bill,John Watson and Pen Densham,/wiki/Don%27t_Mess_with_Bill_(film),False
215,1980 (53rd),The Eruption of Mount St. Helens,George Casey,/wiki/The_Eruption_of_Mount_St._Helens!,False
216,1980 (53rd),It's the Same World,Dick Young,/wiki/It%27s_the_Same_World,False
217,1980 (53rd),Luther Metke at 94,Richard Hawkins and Jorge Preloran,/wiki/Luther_Metke_at_94,False
218,1981 (54th),,,,False
219,1981 (54th),Close Harmony,Nigel Noble,/wiki/Close_Harmony_(1981_film),True
220,1981 (54th),Americas in Transition,Obie Benz,/wiki/Americas_in_Transition,False
221,1981 (54th),Journey for Survival,Dick Young,/wiki/Journey_for_Survival,False
222,1981 (54th),See What I Say,"Linda Chapman, Pam LeBlanc and Freddi Stevens",/wiki/See_What_I_Say,False
223,1981 (54th),Urge to Build,Roland Hallé and John Hoover,/wiki/Urge_to_Build,False
224,1982 (55th),,,,False
225,1982 (55th),If You Love This Planet,Edward Le Lorrain and Terre Nash,/wiki/If_You_Love_This_Planet,True
226,1982 (55th),Gods of Metal,Robert Richter,/wiki/Gods_of_Metal_(film),False
227,1982 (55th),The Klan: A Legacy of Hate in America,Charles Guggenheim and Werner Schumann,/wiki/The_Klan:_A_Legacy_of_Hate_in_America,False
228,1982 (55th),To Live or Let Die,Freida Lee Mock,/wiki/To_Live_or_Let_Die,False
229,1982 (55th),Traveling Hopefully,John G. Avildsen,/wiki/Traveling_Hopefully,False
230,1983 (56th),,,,False
231,1983 (56th),Flamenco at 5:15,Cynthia Scott and Adam Symansky,/wiki/Flamenco_at_5:15,True
232,1983 (56th),In the Nuclear Shadow: What Can the Children Tell Us?,Vivienne Verdon-Roe and Eric Thiermann,/wiki/In_the_Nuclear_Shadow:_What_Can_the_Children_Tell_Us%3F,False
233,1983 (56th),Sewing Woman,Arthur Dong,/wiki/Sewing_Woman,False
234,1983 (56th),Spaces: The Architecture of Paul Rudolph,Robert Eisenhardt,/wiki/Spaces:_The_Architecture_of_Paul_Rudolph,False
235,1983 (56th),You Are Free (Ihr Zent Frei),Dea Brokman and Ilene Landis,/wiki/You_Are_Free_(film),False
236,1984 (57th),,,,False
237,1984 (57th),The Stone Carvers,Marjorie Hunt and Paul Wagner,/wiki/The_Stone_Carvers_(film),True
238,1984 (57th),The Children of Soong Ching Ling,Gary Bush and Paul T.K. Lin,/wiki/The_Children_of_Soong_Ching_Ling,False
239,1984 (57th),Code Gray: Ethical Dilemmas in Nursing,Ben Achtenberg and Joan Sawyer,/wiki/Code_Gray:_Ethical_Dilemmas_in_Nursing,False
240,1984 (57th),The Garden of Eden,Lawrence R. Hott and Roger M. Sherman,/wiki/The_Garden_of_Eden_(1984_film),False
241,1984 (57th),Recollections of Pavlovsk,Irina Kalinina,/wiki/Recollections_of_Pavlovsk,False
242,1985 (58th),,,,False
243,1985 (58th),Witness to War: Dr. Charlie Clements,David Goodman,/wiki/Witness_to_War:_Dr._Charlie_Clements,True
244,1985 (58th),The Courage to Care,Robert Gardner,/wiki/The_Courage_to_Care,False
245,1985 (58th),Keats and His Nightingale: A Blind Date,Michael Crowley and James Wolpaw,/wiki/Keats_and_His_Nightingale:_A_Blind_Date,False
246,1985 (58th),Making Overtures: The Story of a Community Orchestra,Barbara Willis Sweete,/wiki/Making_Overtures:_The_Story_of_a_Community_Orchestra,False
247,1985 (58th),The Wizard of the Strings,Alan Edelstein,/wiki/The_Wizard_of_the_Strings,False
248,1986 (59th),,,,False
249,1986 (59th),"Women – for America, for the World",Vivienne Verdon-Roe,"/wiki/Women_%E2%80%93_for_America,_for_the_World",True
250,1986 (59th),Debonair Dancers,Alison Nigh-Strelich,/wiki/Debonair_Dancers,False
251,1986 (59th),The Masters of Disaster,Sonya Friedman,/wiki/The_Masters_of_Disaster,False
252,1986 (59th),Red Grooms: Sunflower in a Hothouse,Thomas L. Neff and Madeline Bell,/wiki/Red_Grooms:_Sunflower_in_a_Hothouse,False
253,1986 (59th),Sam,Aaron D. Weisblatt,/wiki/Sam_(1986_film),False
254,1987 (60th),,,,False
255,1987 (60th),Young at Heart,Sue Marx and Pamela Conn,/wiki/Young_at_Heart_(1987_film),True
256,1987 (60th),Frances Steloff: Memoirs of a Bookseller,Deborah Dickson,/wiki/Frances_Steloff:_Memoirs_of_a_Bookseller,False
257,1987 (60th),In the Wee Wee Hours...,Dr. Frank Daniel and Izak Ben-Meir,/wiki/In_the_Wee_Wee_Hours...,False
258,1987 (60th),Language Says It All,Megan Williams,/wiki/Language_Says_It_All,False
259,1987 (60th),Silver into Gold,Lynn Mueller,/wiki/Silver_into_Gold,False
260,1988 (61st),,,,False
261,1988 (61st),You Don't Have to Die,Malcolm Clarke and Bill Guttentag,/wiki/You_Don%27t_Have_to_Die,True
262,1988 (61st),The Children's Storefront,Karen Goodman,/wiki/The_Children%27s_Storefront_(film),False
263,1988 (61st),Family Gathering,Lise Yasui and Ann Tegnell,/wiki/Family_Gathering,False
264,1988 (61st),Gang Cops,Thomas B. Fleming and Daniel J. Marks,/wiki/Gang_Cops,False
265,1988 (61st),Portrait of Imogen,Nancy Hale and Meg Partridge,/wiki/Portrait_of_Imogen,False
266,1989 (62nd),,,,False
267,1989 (62nd),The Johnstown Flood,Charles Guggenheim,/wiki/The_Johnstown_Flood_(1989_film),True
268,1989 (62nd),"Fine Food, Fine Pastries, Open 6 to 9",David Petersen,"/wiki/Fine_Food,_Fine_Pastries,_Open_6_to_9",False
269,1989 (62nd),Yad Vashem: Preserving the Past to Ensure the Future,Ray Errol Fox,/wiki/Yad_Vashem:_Preserving_the_Past_to_Ensure_the_Future,False
270,1990 (63rd),,,,False
271,1990 (63rd),Days of Waiting,Steven Okazaki,/wiki/Days_of_Waiting:_The_Life_%26_Art_of_Estelle_Ishigo,True
272,1990 (63rd),Burning Down Tomorrow,Kit Thomas,/wiki/Burning_Down_Tomorrow,False
273,1990 (63rd),Chimps: So Like Us,Karen Goodman and Kirk Simon,/wiki/Chimps:_So_Like_Us,False
274,1990 (63rd),Journey Into Life: The World of the Unborn,Derek Bromhall,/wiki/Journey_Into_Life:_The_World_of_the_Unborn,False
275,1990 (63rd),Rose Kennedy: A Life to Remember,Freida Lee Mock and Terry Sanders,/wiki/Rose_Kennedy:_A_Life_to_Remember,False
276,1991 (64th),,,,False
277,1991 (64th),"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",Debra Chasnoff,"/wiki/Deadly_Deception:_General_Electric,_Nuclear_Weapons_and_Our_Environment",True
278,1991 (64th),Birdnesters of Thailand (Shadow Hunters),Éric Valli and Alain Majani,/wiki/Birdnesters_of_Thailand,False
279,1991 (64th),A Little Vicious,Immy Humes,/wiki/A_Little_Vicious,False
280,1991 (64th),The Mark of the Maker,David McGowan,/wiki/The_Mark_of_the_Maker,False
281,1991 (64th),Memorial: Letters from American Soldiers,Bill Couturié and Bernard Edelman,/wiki/Memorial:_Letters_from_American_Soldiers,False
282,1992 (65th),,,,False
283,1992 (65th),Educating Peter,Thomas C. Goodwin (posthumously) and Gerardine Wurzburg,/wiki/Educating_Peter,True
284,1992 (65th),At the Edge of Conquest: The Journey of Chief Wai-Wai,Geoffrey O'Connor,/wiki/At_the_Edge_of_Conquest:_The_Journey_of_Chief_Wai-Wai,False
285,1992 (65th),Beyond Imagining: Margaret Anderson and the 'Little Review',Wendy L. Weinberg,/wiki/Beyond_Imagining:_Margaret_Anderson_and_the_%27Little_Review%27,False
286,1992 (65th),The Colours of My Father: A Portrait of Sam Borenstein,Richard Elson and Sally Bochner,/wiki/The_Colours_of_My_Father:_A_Portrait_of_Sam_Borenstein,False
287,1992 (65th),When Abortion Was Illegal: Untold Stories,Dorothy Fadiman,/wiki/When_Abortion_Was_Illegal:_Untold_Stories,False
288,1993 (66th),,,,False
289,1993 (66th),Defending Our Lives,Margaret Lazarus and Renner Wunderlich,/wiki/Defending_Our_Lives,True
290,1993 (66th),Blood Ties: The Life and Work of Sally Mann,Steven Cantor and Peter Spirer,/wiki/Blood_Ties:_The_Life_and_Work_of_Sally_Mann,False
291,1993 (66th),Chicks in White Satin,Elaine Holliman and Jason Schneider,/wiki/Chicks_in_White_Satin,False
292,1994 (67th),,,,False
293,1994 (67th),A Time for Justice,Charles Guggenheim,/wiki/A_Time_for_Justice,True
294,1994 (67th),Blues Highway,Vince DiPersio and Bill Guttentag,/wiki/Blues_Highway_(film),False
295,1994 (67th),89 mm od Europy (89mm from Europe),Marcel Łoziński,/wiki/89mm_from_Europe,False
296,1994 (67th),School of Assassins,Robert Richter,/wiki/School_of_the_Americas_Assassins,False
297,1994 (67th),Straight from the Heart,Dee Mosbacher and Frances Reid,/wiki/Straight_from_the_Heart_(1994_film),False
298,1995 (68th),,,,False
299,1995 (68th),One Survivor Remembers,Kary Antholis,/wiki/One_Survivor_Remembers,True
300,1995 (68th),Jim Dine: A Self-Portrait on the Walls,Nancy Dine and Richard Stilwell,/wiki/Jim_Dine:_A_Self-Portrait_on_the_Walls,False
301,1995 (68th),The Living Sea,Greg MacGillivray and Alec Lorimore,/wiki/The_Living_Sea,False
302,1995 (68th),Never Give Up: The 20th Century Odyssey of Herbert Zipper,Terry Sanders and Freida Lee Mock,/wiki/Never_Give_Up:_The_20th_Century_Odyssey_of_Herbert_Zipper,False
303,1995 (68th),The Shadow of Hate,Charles Guggenheim,/wiki/The_Shadow_of_Hate,False
304,1996 (69th),,,,False
